"Dam","Cohort","BroodRef","BroodName","ID","EventDate","Month_Yr","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","Number_Broods_with_Partner","M_EPP_Year","M_EPP_brood","Sex","Age"
4497,2001,154,"A001",4470,2001-04-30,"2001-04",5,0,13,0,3,0,0,"1",NA
4443,2001,155,"A002",4435,2001-05-01,"2001-05",2,1,5,1,1,1,1,"1",NA
4447,2001,156,"A003",4403,2001-05-02,"2001-05",2,3,6,3,2,1,1,"1",NA
4496,2001,157,"A004",4467,2001-05-03,"2001-05",2,0,2,0,1,0,0,"1",NA
4495,2001,158,"A005",4429,2001-05-04,"2001-05",3,2,3,2,1,1,1,"1",NA
4494,2001,159,"A006",4418,2001-05-05,"2001-05",1,0,3,0,2,0,0,"1",NA
4489,2001,160,"A007",4275,2001-05-06,"2001-05",3,0,8,0,2,0,0,"1",NA
4290,2001,161,"A008",4412,2001-05-06,"2001-05",4,1,7,2,2,1,1,"1",NA
4500,2001,162,"A009",4499,2001-05-06,"2001-05",4,0,6,0,2,0,0,"1",NA
4437,2001,163,"A010",4415,2001-05-07,"2001-05",3,0,5,0,2,0,0,"1",NA
4438,2001,164,"A011",4432,2001-05-07,"2001-05",1,0,5,0,2,0,0,"1",NA
4436,2001,165,"A012",4230,2001-05-08,"2001-05",5,0,9,0,5,0,0,"1",NA
4177,2001,166,"A013",4153,2001-05-08,"2001-05",4,0,9,0,2,0,0,"1",NA
4498,2001,167,"A014",4409,2001-05-09,"2001-05",5,0,9,0,2,0,0,"1",NA
4178,2001,168,"A015",4265,2001-05-11,"2001-05",4,0,9,0,3,0,0,"1",NA
4434,2001,169,"A016",4229,2001-05-12,"2001-05",4,0,9,0,2,0,0,"1",NA
4408,2001,170,"A017",4417,2001-05-12,"2001-05",3,0,7,0,1,0,0,"1",NA
4333,2001,172,"A019",4274,2001-05-14,"2001-05",4,0,6,0,2,0,0,"1",NA
4291,2001,173,"A020",4158,2001-05-14,"2001-05",4,0,4,0,1,0,0,"1",NA
4246,2001,174,"A021",4406,2001-05-14,"2001-05",4,0,9,0,2,0,0,"1",NA
4465,2001,175,"A022",4410,2001-05-16,"2001-05",4,0,7,2,2,1,0,"1",NA
4277,2001,176,"A023",4247,2001-05-17,"2001-05",3,0,3,0,1,0,0,"1",NA
4134,2001,177,"A024",4295,2001-05-17,"2001-05",3,0,7,0,2,0,0,"1",NA
4255,2001,178,"A025",4419,2001-05-22,"2001-05",6,0,6,0,1,0,0,"1",NA
4252,2001,178,"A025",4419,2001-05-22,"2001-05",6,0,6,0,NA,0,0,"1",NA
4468,2001,179,"A026",4477,2001-06-22,"2001-06",3,0,3,0,1,0,0,"1",NA
4497,2001,180,"A027",4470,2001-06-22,"2001-06",5,0,13,0,3,0,0,"1",NA
4157,2001,181,"A028",4483,2001-05-28,"2001-05",3,0,3,0,1,0,0,"1",NA
4217,2001,182,"A029",4326,2001-06-03,"2001-06",4,0,4,0,2,0,0,"1",NA
4405,2001,183,"A030",4463,2001-06-07,"2001-06",3,0,3,1,1,1,0,"1",NA
4447,2001,184,"A031",4403,2001-06-11,"2001-06",4,0,6,3,2,1,0,"1",NA
4137,2001,185,"A032",4435,2001-06-13,"2001-06",3,0,5,1,1,1,0,"1",NA
4437,2001,186,"A033",4415,2001-06-14,"2001-06",2,0,5,0,2,0,0,"1",NA
4443,2001,187,"A034",4303,2001-06-15,"2001-06",4,0,4,0,1,0,0,"1",NA
4189,2001,187,"A034",4303,2001-06-15,"2001-06",4,0,4,0,NA,0,0,"1",NA
4290,2001,188,"A035",4412,2001-06-15,"2001-06",3,1,7,2,2,1,1,"1",NA
4438,2001,189,"A036",4432,2001-06-15,"2001-06",4,0,5,0,2,0,0,"1",NA
4494,2001,190,"A037",4418,2001-06-16,"2001-06",2,0,3,0,2,0,0,"1",NA
4500,2001,191,"A038",4499,2001-06-16,"2001-06",2,0,6,0,2,0,0,"1",NA
4177,2001,192,"A039",4153,2001-06-17,"2001-06",5,0,9,0,2,0,0,"1",NA
4436,2001,193,"A040",4230,2001-06-18,"2001-06",4,0,9,0,5,0,0,"1",NA
4489,2001,194,"A041",4275,2001-06-19,"2001-06",5,0,8,0,2,0,0,"1",NA
4468,2001,195,"A042",4417,2001-06-20,"2001-06",4,0,7,0,1,0,0,"1",NA
4434,2001,196,"A043",4229,2001-06-21,"2001-06",5,0,9,0,2,0,0,"1",NA
4246,2001,197,"A044",4406,2001-06-22,"2001-06",5,0,9,0,2,0,0,"1",NA
4134,2001,198,"A045",4295,2001-06-22,"2001-06",4,0,7,0,2,0,0,"1",NA
4498,2001,199,"A046",4409,2001-06-22,"2001-06",4,0,9,0,2,0,0,"1",NA
4440,2001,201,"A048",4304,2001-06-28,"2001-06",4,0,4,0,1,0,0,"1",NA
4497,2001,202,"A049",4470,2001-07-04,"2001-07",3,0,13,0,3,0,0,"1",NA
4465,2001,203,"A050",4410,2001-07-06,"2001-07",3,0,7,2,2,1,0,"1",NA
4277,2001,204,"A051",4402,2001-07-07,"2001-07",1,0,1,1,1,1,0,"1",NA
4255,2001,205,"A052",4439,2001-07-07,"2001-07",3,0,3,1,1,1,0,"1",NA
4178,2001,206,"A053",4265,2001-07-11,"2001-07",3,0,9,0,3,0,0,"1",NA
4178,2001,208,"A055",4265,2001-06-19,"2001-06",2,0,9,0,3,0,0,"1",NA
4333,2001,209,"A056",4274,2001-06-25,"2001-06",2,0,6,0,2,0,0,"1",NA
4436,2002,212,"B001",4230,2002-04-20,"2002-04",5,0,13,0,5,0,0,"1",NA
4277,2002,213,"B002",4247,2002-04-22,"2002-04",3,0,7,0,2,0,0,"1",NA
28,2002,214,"B003",4325,2002-04-22,"2002-04",2,0,8,0,4,0,0,"1",NA
4504,2002,216,"B005",4464,2002-04-23,"2002-04",1,0,8,0,3,0,0,"1",NA
4246,2002,217,"B006",115,2002-04-24,"2002-04",1,0,1,3,1,1,0,"1",1
60,2002,219,"B008",4419,2002-04-25,"2002-04",1,0,3,0,2,0,0,"1",NA
4468,2002,220,"B009",20,2002-04-27,"2002-04",2,0,4,0,2,0,0,"1",1
4291,2002,221,"B010",4417,2002-04-27,"2002-04",2,0,6,0,2,0,0,"1",NA
206,2002,222,"B011",126,2002-04-30,"2002-04",2,0,5,0,2,0,0,"1",1
4420,2002,223,"B012",114,2002-04-30,"2002-04",3,0,7,0,2,0,0,"1",1
123,2002,224,"B013",4303,2002-04-30,"2002-04",4,0,11,0,4,0,0,"1",NA
108,2002,225,"B014",4153,2002-05-01,"2002-05",3,0,5,0,1,0,0,"1",NA
170,2002,226,"B015",4463,2002-05-02,"2002-05",3,0,6,0,2,0,0,"1",NA
41,2002,227,"B016",11,2002-05-03,"2002-05",3,0,6,0,2,0,0,"1",1
4497,2002,228,"B017",4282,2002-05-03,"2002-05",3,1,6,1,2,1,1,"1",NA
4495,2002,229,"B018",4265,2002-05-03,"2002-05",4,0,7,0,1,0,0,"1",NA
4501,2002,230,"B019",4418,2002-05-04,"2002-05",2,2,8,2,3,1,1,"1",NA
4333,2002,231,"B020",129,2002-05-05,"2002-05",5,0,9,0,2,0,0,"1",1
4465,2002,232,"B021",16,2002-05-06,"2002-05",4,0,8,0,1,0,0,"1",1
4168,2002,234,"B023",4274,2002-05-06,"2002-05",3,1,8,1,2,1,1,"1",NA
38,2002,235,"B024",4403,2002-05-06,"2002-05",3,0,8,0,3,0,0,"1",NA
4290,2002,236,"B025",4275,2002-05-06,"2002-05",4,1,13,1,12,1,1,"1",NA
51,2002,237,"B026",24,2002-05-09,"2002-05",2,0,6,0,2,0,0,"1",1
4447,2002,238,"B027",4477,2002-05-09,"2002-05",4,0,8,0,2,0,0,"1",NA
48,2002,239,"B028",46,2002-05-09,"2002-05",4,0,8,0,2,0,0,"1",1
4178,2002,240,"B029",110,2002-05-11,"2002-05",5,0,5,0,1,0,0,"1",1
4434,2002,241,"B030",4415,2002-05-15,"2002-05",1,0,2,1,1,1,0,"1",NA
91,2002,242,"B031",4295,2002-05-16,"2002-05",1,0,4,1,2,1,0,"1",NA
4376,2002,243,"B032",4478,2002-05-19,"2002-05",4,0,6,0,2,0,0,"1",NA
4436,2002,246,"B035",4230,2002-05-29,"2002-05",4,0,13,0,5,0,0,"1",NA
60,2002,247,"B036",4419,2002-05-29,"2002-05",2,0,3,0,2,0,0,"1",NA
28,2002,248,"B037",4325,2002-05-31,"2002-05",3,0,8,0,4,0,0,"1",NA
206,2002,249,"B038",126,2002-05-31,"2002-05",3,0,5,0,2,0,0,"1",1
4217,2002,250,"B039",4326,2002-05-31,"2002-05",4,0,4,0,2,0,0,"1",NA
34,2002,251,"B040",4153,2002-06-02,"2002-06",2,0,5,0,1,0,0,"1",NA
4504,2002,253,"B042",4464,2002-06-03,"2002-06",5,0,8,0,3,0,0,"1",NA
32,2002,252,"B041",104,2002-06-02,"2002-06",3,0,3,0,1,0,0,"1",1
4501,2002,254,"B043",4418,2002-06-04,"2002-06",4,0,8,2,3,1,0,"1",NA
4333,2002,255,"B044",129,2002-06-05,"2002-06",4,0,9,0,2,0,0,"1",1
4177,2002,256,"B045",4304,2002-06-06,"2002-06",2,0,6,1,2,1,0,"1",NA
4468,2002,257,"B046",20,2002-06-06,"2002-06",2,0,4,0,2,0,0,"1",1
4213,2002,258,"B047",16,2002-06-07,"2002-06",4,0,8,0,1,0,0,"1",1
123,2002,259,"B048",4303,2002-06-08,"2002-06",4,0,11,0,4,0,0,"1",NA
170,2002,260,"B049",4463,2002-06-08,"2002-06",3,0,6,0,2,0,0,"1",NA
4277,2002,261,"B050",4247,2002-06-09,"2002-06",4,0,7,0,2,0,0,"1",NA
4497,2002,262,"B051",4282,2002-06-10,"2002-06",3,0,6,1,2,1,0,"1",NA
4291,2002,263,"B052",4417,2002-06-11,"2002-06",4,0,6,0,2,0,0,"1",NA
41,2002,264,"B053",11,2002-06-11,"2002-06",3,0,6,0,2,0,0,"1",1
4290,2002,265,"B054",4275,2002-06-12,"2002-06",5,0,13,1,12,1,0,"1",NA
4168,2002,266,"B055",4274,2002-06-12,"2002-06",5,0,8,1,2,1,0,"1",NA
4420,2002,267,"B056",114,2002-06-12,"2002-06",4,0,7,0,2,0,0,"1",1
91,2002,268,"B057",4295,2002-06-14,"2002-06",3,0,4,1,2,1,0,"1",NA
51,2002,269,"B058",24,2002-06-14,"2002-06",4,0,6,0,2,0,0,"1",1
38,2002,270,"B059",4403,2002-06-15,"2002-06",5,0,8,0,3,0,0,"1",NA
48,2002,271,"B060",46,2002-06-15,"2002-06",4,0,8,0,2,0,0,"1",1
45,2002,273,"B062",55,2002-07-04,"2002-07",2,0,2,0,1,0,0,"1",1
4376,2002,274,"B063",4478,2002-07-05,"2002-07",2,0,6,0,2,0,0,"1",NA
28,2002,276,"B065",4325,2002-07-08,"2002-07",3,0,8,0,4,0,0,"1",NA
4436,2002,277,"B066",4230,2002-07-11,"2002-07",4,0,13,0,5,0,0,"1",NA
4468,2002,281,"B070",4467,2002-07-16,"2002-07",4,0,4,3,1,1,0,"1",NA
123,2002,282,"B071",4303,2002-07-19,"2002-07",3,0,11,0,4,0,0,"1",NA
4504,2002,283,"B072",4464,2002-07-19,"2002-07",2,0,8,0,3,0,0,"1",NA
4290,2002,284,"B073",4275,2002-07-19,"2002-07",4,0,13,1,12,1,0,"1",NA
4177,2002,285,"B074",4304,2002-07-20,"2002-07",4,0,6,1,2,1,0,"1",NA
4501,2002,287,"B076",4418,2002-07-21,"2002-07",2,0,8,2,3,1,0,"1",NA
4447,2002,288,"B077",4477,2002-06-17,"2002-06",4,0,8,0,2,0,0,"1",NA
4443,2002,291,"B080",4435,2002-05-10,"2002-05",1,0,1,0,1,0,0,"1",NA
4497,2002,298,"B087",4265,2002-07-27,"2002-07",3,0,7,0,9,0,0,"1",NA
4246,2002,300,"B089",4415,2002-07-21,"2002-07",1,0,2,1,1,1,0,"1",NA
91,2003,380,"C076",115,2003-06-01,"2003-06",1,0,6,1,2,1,0,"1",2
586,2003,382,"C078",285,2003-06-04,"2003-06",4,1,4,2,8,1,1,"1",1
353,2003,383,"C079",422,2003-06-01,"2003-06",4,0,5,0,2,0,0,"1",1
253,2003,384,"C080",417,2003-06-04,"2003-06",3,0,8,0,3,0,0,"1",1
371,2003,385,"C081",4230,2003-06-05,"2003-06",2,0,9,0,5,0,0,"1",NA
438,2003,386,"C082",11,2003-06-07,"2003-06",3,1,4,1,6,1,1,"1",2
601,2003,387,"C083",645,2003-06-10,"2003-06",3,0,4,0,2,0,0,"1",1
419,2003,388,"C084",4415,2003-06-09,"2003-06",4,0,4,0,1,0,0,"1",NA
284,2003,389,"C085",4403,2003-06-11,"2003-06",4,0,7,1,1,1,0,"1",NA
649,2003,390,"C086",626,2003-06-15,"2003-06",3,0,9,0,3,0,0,"1",1
4290,2003,391,"C087",4275,2003-06-16,"2003-06",2,0,11,0,12,0,0,"1",NA
206,2003,392,"C088",663,2003-06-16,"2003-06",2,0,8,0,7,0,0,"1",1
646,2003,393,"C089",4413,2003-06-17,"2003-06",4,0,11,0,3,0,0,"1",NA
4273,2003,394,"C090",4153,2003-06-17,"2003-06",3,0,9,0,9,0,0,"1",NA
4424,2003,395,"C091",590,2003-06-19,"2003-06",2,0,6,0,5,0,0,"1",1
4376,2003,396,"C092",383,2003-06-20,"2003-06",5,0,6,0,3,0,0,"1",1
4376,2003,305,"C001",383,2003-04-19,"2003-04",1,0,6,0,1,0,0,"1",1
256,2003,307,"C003",4230,2003-04-20,"2003-04",3,0,9,0,1,0,0,"1",NA
416,2003,308,"C004",4435,2003-04-20,"2003-04",2,0,14,6,1,1,0,"1",NA
427,2003,309,"C005",22,2003-04-20,"2003-04",1,0,12,0,9,0,0,"1",2
76,2003,310,"C006",145,2003-04-20,"2003-04",2,0,6,2,2,1,0,"1",2
670,2003,311,"C007",4274,2003-04-20,"2003-04",1,0,4,0,2,0,0,"1",NA
253,2003,312,"C008",417,2003-04-20,"2003-04",2,0,8,0,3,0,0,"1",1
32,2003,313,"C009",4229,2003-04-21,"2003-04",3,0,8,2,5,1,0,"1",NA
346,2003,314,"C010",4264,2003-04-21,"2003-04",3,1,8,1,5,1,1,"1",NA
595,2003,316,"C012",4422,2003-04-21,"2003-04",1,0,1,1,1,1,0,"1",2
309,2003,317,"C013",4326,2003-04-21,"2003-04",1,0,6,0,4,0,0,"1",NA
45,2003,319,"C015",166,2003-04-21,"2003-04",2,0,11,0,12,0,0,"1",2
4213,2003,320,"C016",46,2003-04-22,"2003-04",2,0,3,0,1,0,0,"1",2
586,2003,321,"C017",460,2003-05-01,"2003-05",3,0,3,0,1,0,0,"1",1
444,2003,322,"C018",354,2003-04-22,"2003-04",1,0,1,0,1,0,0,"1",1
442,2003,323,"C019",4304,2003-05-01,"2003-05",6,0,10,1,3,1,0,"1",NA
4497,2003,325,"C021",4265,2003-05-03,"2003-05",5,0,10,0,9,0,0,"1",NA
28,2003,326,"C022",4325,2003-05-03,"2003-05",2,0,5,0,4,0,0,"1",NA
601,2003,327,"C023",4153,2003-04-24,"2003-04",1,0,9,0,1,0,0,"1",NA
4213,2003,328,"C024",104,2003-05-04,"2003-05",4,0,4,1,2,1,0,"1",2
469,2003,329,"C025",46,2003-05-04,"2003-05",1,0,3,0,1,0,0,"1",2
123,2003,330,"C026",4303,2003-04-25,"2003-04",1,0,1,1,4,1,0,"1",NA
38,2003,331,"C027",4403,2003-04-26,"2003-04",3,1,7,1,3,1,1,"1",NA
649,2003,332,"C028",626,2003-05-05,"2003-05",2,0,9,0,3,0,0,"1",1
353,2003,336,"C032",422,2003-05-05,"2003-05",1,0,5,0,2,0,0,"1",1
4213,2003,337,"C033",104,2003-05-07,"2003-05",4,0,4,1,2,1,0,"1",2
91,2003,338,"C034",115,2003-05-10,"2003-05",1,1,6,1,2,1,1,"1",2
704,2003,339,"C035",4503,2003-05-10,"2003-05",4,0,15,1,3,1,0,"1",NA
206,2003,340,"C036",663,2003-05-12,"2003-05",3,0,8,0,7,0,0,"1",1
4290,2003,341,"C037",4275,2003-05-12,"2003-05",5,0,11,0,12,0,0,"1",NA
723,2003,343,"C039",44,2003-05-13,"2003-05",5,0,9,0,2,0,0,"1",2
4217,2003,344,"C040",4435,2003-05-14,"2003-05",4,2,14,6,3,1,1,"1",NA
298,2003,345,"C041",363,2003-05-14,"2003-05",4,0,4,0,1,0,0,"1",1
284,2003,346,"C042",4275,2003-05-14,"2003-05",5,0,11,0,1,0,0,"1",NA
419,2003,348,"C044",590,2003-05-14,"2003-05",4,0,6,0,1,0,0,"1",1
371,2003,349,"C045",602,2003-05-14,"2003-05",3,0,3,1,1,1,0,"1",1
256,2003,350,"C046",129,2003-05-14,"2003-05",3,0,3,1,1,1,0,"1",2
122,2003,352,"C048",132,2003-05-14,"2003-05",1,0,5,0,5,0,0,"1",2
704,2003,353,"C049",4503,2003-05-14,"2003-05",4,0,15,1,3,1,0,"1",NA
595,2003,354,"C050",356,2003-05-13,"2003-05",4,0,6,0,1,0,0,"1",1
431,2003,355,"C051",448,2003-05-21,"2003-05",1,0,1,0,1,0,0,"1",1
615,2003,356,"C052",4463,2003-05-21,"2003-05",3,0,8,0,1,0,0,"1",NA
646,2003,357,"C053",4413,2003-05-24,"2003-05",4,0,11,0,3,0,0,"1",NA
471,2003,358,"C054",421,2003-05-22,"2003-05",4,0,8,0,2,0,0,"1",1
309,2003,360,"C056",4326,2003-05-26,"2003-05",2,0,6,0,4,0,0,"1",NA
4497,2003,361,"C057",4265,2003-05-25,"2003-05",5,0,10,0,9,0,0,"1",NA
604,2003,362,"C058",456,2003-05-25,"2003-05",3,0,3,0,1,0,0,"1",1
346,2003,363,"C059",4264,2003-05-26,"2003-05",3,0,8,1,5,1,0,"1",NA
442,2003,364,"C060",4304,2003-05-26,"2003-05",6,0,10,1,3,1,0,"1",NA
427,2003,365,"C061",22,2003-05-27,"2003-05",6,0,12,0,9,0,0,"1",2
416,2003,366,"C062",4418,2003-05-27,"2003-05",4,0,6,0,9,0,0,"1",NA
670,2003,367,"C063",4274,2003-05-30,"2003-05",3,0,4,0,2,0,0,"1",NA
428,2003,368,"C064",370,2003-05-30,"2003-05",6,0,6,0,1,0,0,"1",1
605,2003,369,"C065",44,2003-05-22,"2003-05",5,0,9,0,1,0,0,"1",2
60,2003,370,"C066",24,2003-05-30,"2003-05",5,0,10,1,2,1,0,"1",2
4376,2003,371,"C067",4247,2003-05-29,"2003-05",3,0,6,0,1,0,0,"1",NA
4217,2003,397,"C093",4435,2003-06-21,"2003-06",5,3,14,6,3,1,1,"1",NA
284,2003,398,"C094",4464,2003-06-22,"2003-06",3,0,3,0,1,0,0,"1",NA
615,2003,399,"C095",287,2003-06-22,"2003-06",4,0,4,2,1,1,0,"1",1
76,2003,400,"C096",145,2003-06-23,"2003-06",4,1,6,2,2,1,1,"1",2
605,2003,401,"C097",178,2003-06-23,"2003-06",5,3,5,3,1,1,1,"1",2
4382,2003,402,"C098",114,2003-06-25,"2003-06",3,0,3,0,1,0,0,"1",2
4501,2003,403,"C099",4417,2003-06-27,"2003-06",3,1,3,2,3,1,1,"1",NA
122,2003,404,"C100",132,2003-06-20,"2003-06",4,0,5,0,5,0,0,"1",2
298,2003,405,"C101",457,2003-06-27,"2003-06",4,0,4,0,1,0,0,"1",1
431,2003,406,"C102",356,2003-06-27,"2003-06",2,0,6,0,7,0,0,"1",1
704,2003,407,"C103",4503,2003-06-28,"2003-06",3,0,15,1,3,1,0,"1",NA
604,2003,408,"C104",4463,2003-06-26,"2003-06",5,0,8,0,1,0,0,"1",NA
595,2003,409,"C105",725,2003-06-29,"2003-06",3,0,3,0,1,0,0,"1",1
428,2003,410,"C106",4325,2003-06-30,"2003-06",3,0,5,0,1,0,0,"1",NA
309,2003,411,"C107",4326,2003-07-01,"2003-07",3,0,6,0,4,0,0,"1",NA
471,2003,412,"C108",421,2003-07-01,"2003-07",4,0,8,0,2,0,0,"1",1
723,2003,413,"C109",44,2003-06-29,"2003-06",4,0,9,0,2,0,0,"1",2
4497,2003,414,"C110",4265,2003-07-02,"2003-07",5,0,10,0,9,0,0,"1",NA
45,2003,415,"C111",166,2003-07-03,"2003-07",9,0,11,0,12,0,0,"1",2
427,2003,416,"C112",22,2003-07-03,"2003-07",5,0,12,0,9,0,0,"1",2
346,2003,417,"C113",4264,2003-07-05,"2003-07",2,0,8,1,5,1,0,"1",NA
442,2003,418,"C114",4304,2003-07-08,"2003-07",4,0,10,1,3,1,0,"1",NA
91,2003,419,"C115",4503,2003-07-04,"2003-07",8,0,15,1,1,1,0,"1",NA
253,2003,420,"C116",417,2003-07-10,"2003-07",3,0,8,0,3,0,0,"1",1
60,2003,421,"C117",24,2003-07-12,"2003-07",5,1,10,1,2,1,1,"1",2
371,2003,422,"C118",4230,2003-07-16,"2003-07",4,0,9,0,5,0,0,"1",NA
416,2003,423,"C119",4418,2003-07-14,"2003-07",2,0,6,0,9,0,0,"1",NA
601,2003,424,"C120",645,2003-07-26,"2003-07",1,0,4,0,2,0,0,"1",1
469,2003,426,"C122",115,2003-07-18,"2003-07",4,0,6,1,1,1,0,"1",2
206,2003,427,"C123",663,2003-07-22,"2003-07",3,0,8,0,7,0,0,"1",1
4273,2003,428,"C124",4153,2003-07-26,"2003-07",5,0,9,0,9,0,0,"1",NA
45,2003,429,"C125",166,2003-07-25,"2003-07",9,0,11,0,12,0,0,"1",2
649,2003,430,"C126",626,2003-07-25,"2003-07",4,0,9,0,3,0,0,"1",1
471,2003,431,"C127",661,2003-07-24,"2003-07",3,0,3,0,7,0,0,"1",1
438,2003,432,"C128",11,2003-07-21,"2003-07",1,0,4,1,6,1,0,"1",2
32,2003,433,"C129",4229,2003-07-24,"2003-07",4,2,8,2,5,1,1,"1",NA
353,2003,434,"C130",4247,2003-07-22,"2003-07",3,0,6,0,1,0,0,"1",NA
419,2003,435,"C131",4503,2003-07-27,"2003-07",8,0,15,1,4,1,0,"1",NA
646,2003,436,"C132",4413,2003-07-24,"2003-07",3,0,11,0,3,0,0,"1",NA
4290,2003,437,"C133",4275,2003-07-31,"2003-07",4,0,11,0,12,0,0,"1",NA
4217,2003,438,"C134",4435,2003-07-31,"2003-07",3,1,14,6,3,1,1,"1",NA
32,2003,378,"C074",4229,2003-06-01,"2003-06",1,0,8,2,5,1,0,"1",NA
4497,2004,439,"D001",4265,2004-03-29,"2004-03",2,0,11,0,9,0,0,"1",NA
206,2004,440,"D002",663,2004-03-29,"2004-03",1,0,10,0,7,0,0,"1",2
4424,2004,441,"D003",590,2004-03-29,"2004-03",2,0,11,0,5,0,0,"1",2
4290,2004,442,"D004",4275,2004-03-29,"2004-03",1,0,7,1,12,1,0,"1",NA
471,2004,443,"D005",661,2004-03-29,"2004-03",1,0,8,0,7,0,0,"1",2
560,2004,444,"D006",1103,2004-03-29,"2004-03",4,0,4,0,1,0,0,"1",2
438,2004,445,"D007",11,2004-03-29,"2004-03",1,0,7,2,6,1,0,"1",3
371,2004,446,"D008",4230,2004-04-12,"2004-04",3,0,5,0,5,0,0,"1",NA
592,2004,448,"D011",418,2004-04-12,"2004-04",2,1,7,1,8,1,1,"1",2
551,2004,451,"D014",251,2004-04-14,"2004-04",5,0,10,10,2,1,0,"1",3
4273,2004,452,"D015",4153,2004-04-14,"2004-04",3,0,12,0,9,0,0,"1",NA
1083,2004,453,"D016",1095,2004-04-14,"2004-04",1,1,7,1,2,1,1,"1",1
521,2004,454,"D017",1038,2004-04-16,"2004-04",3,0,8,0,5,0,0,"1",1
45,2004,455,"D018",166,2004-04-17,"2004-04",3,0,11,1,12,1,0,"1",3
1048,2004,456,"D019",902,2004-04-17,"2004-04",3,1,5,1,1,1,1,"1",1
419,2004,457,"D020",4503,2004-04-18,"2004-04",3,2,8,6,4,1,1,"1",NA
555,2004,458,"D021",370,2004-04-18,"2004-04",4,2,8,7,1,1,1,"1",2
4376,2004,459,"D022",383,2004-04-18,"2004-04",6,0,14,1,3,1,0,"1",2
646,2004,460,"D023",500,2004-04-18,"2004-04",4,1,14,1,NA,1,1,"1",NA
556,2004,461,"D024",23,2004-04-19,"2004-04",4,2,13,2,6,1,1,"1",3
605,2004,462,"D025",4423,2004-04-19,"2004-04",6,1,10,1,3,1,1,"1",3
562,2004,463,"D026",393,2004-04-20,"2004-04",1,0,5,0,3,0,0,"1",2
32,2004,464,"D027",4229,2004-04-20,"2004-04",5,3,9,9,5,1,1,"1",NA
442,2004,465,"D028",457,2004-04-21,"2004-04",3,0,10,0,7,0,0,"1",2
649,2004,466,"D029",460,2004-04-21,"2004-04",2,0,8,0,7,0,0,"1",2
353,2004,467,"D030",725,2004-04-21,"2004-04",4,1,13,1,5,1,1,"1",2
284,2004,468,"D031",456,2004-04-21,"2004-04",2,0,10,1,3,1,0,"1",2
41,2004,469,"D032",517,2004-04-22,"2004-04",5,0,12,0,4,0,0,"1",1
586,2004,470,"D033",285,2004-04-22,"2004-04",5,3,13,8,8,1,1,"1",2
928,2004,471,"D034",513,2004-04-22,"2004-04",3,0,6,0,2,0,0,"1",NA
1100,2004,472,"D035",831,2004-04-22,"2004-04",3,1,6,1,3,1,1,"1",1
892,2004,474,"D037",4435,2004-04-22,"2004-04",3,0,9,1,12,1,0,"1",NA
571,2004,475,"D038",4423,2004-04-22,"2004-04",6,1,10,1,2,1,1,"1",3
431,2004,476,"D039",356,2004-04-23,"2004-04",3,2,7,4,7,1,1,"1",2
988,2004,477,"D040",145,2004-04-22,"2004-04",2,1,8,4,9,1,1,"1",3
903,2004,479,"D042",354,2004-04-21,"2004-04",3,0,10,0,6,0,0,"1",2
819,2004,480,"D043",602,2004-04-22,"2004-04",2,2,8,2,5,1,1,"1",2
540,2004,481,"D044",383,2004-04-24,"2004-04",6,0,14,1,2,1,0,"1",2
1069,2004,482,"D045",115,2004-04-22,"2004-04",4,1,12,2,2,1,1,"1",3
427,2004,483,"D046",22,2004-04-22,"2004-04",5,0,12,2,9,1,0,"1",3
723,2004,484,"D047",24,2004-04-23,"2004-04",3,0,3,1,1,1,0,"1",3
704,2004,485,"D048",504,2004-04-24,"2004-04",5,0,8,0,2,0,0,"1",NA
929,2004,486,"D049",46,2004-04-24,"2004-04",5,0,9,0,2,0,0,"1",3
960,2004,487,"D050",650,2004-04-24,"2004-04",4,0,13,0,5,0,0,"1",2
371,2004,488,"D051",4230,2004-04-27,"2004-04",3,0,5,0,5,0,0,"1",NA
416,2004,489,"D052",4418,2004-04-26,"2004-04",3,0,6,0,9,0,0,"1",NA
955,2004,490,"D053",591,2004-04-26,"2004-04",2,0,10,0,3,0,0,"1",2
1074,2004,491,"D054",4422,2004-04-26,"2004-04",2,0,11,0,3,0,0,"1",3
256,2004,493,"D056",132,2004-04-28,"2004-04",2,0,12,0,2,0,0,"1",3
346,2004,494,"D057",4264,2004-04-27,"2004-04",5,1,6,3,5,1,1,"1",NA
927,2004,495,"D058",466,2004-04-27,"2004-04",2,1,11,2,1,1,1,"1",2
76,2004,496,"D059",287,2004-04-22,"2004-04",3,0,8,1,4,1,0,"1",2
428,2004,497,"D060",4421,2004-04-28,"2004-04",5,0,13,3,3,1,0,"1",3
512,2004,498,"D061",765,2004-04-28,"2004-04",3,0,7,0,5,0,0,"1",1
569,2004,499,"D062",1043,2004-04-27,"2004-04",1,0,1,0,1,0,0,"1",1
857,2004,500,"D063",4247,2004-04-27,"2004-04",2,1,8,1,3,1,1,"1",NA
604,2004,501,"D064",4304,2004-04-27,"2004-04",2,1,7,16,7,1,1,"1",NA
309,2004,502,"D065",4326,2004-04-30,"2004-04",4,0,4,1,4,1,0,"1",NA
885,2004,503,"D066",984,2004-04-23,"2004-04",4,0,4,0,1,0,0,"1",1
