"Dam","Cohort","BroodRef","BroodName","ID","EventDate","Month_Yr","male_brood_WPO","male_brood_EPO","Male_Year_WPO","Male_Year_EPO","Number_Broods_with_Partner","M_EPP_Year","M_EPP_brood","Sex","Age"
206,2004,505,"D068",663,2004-04-30,"2004-04",5,0,10,0,7,0,0,"1",2
4497,2004,506,"D069",4265,2004-04-29,"2004-04",5,0,11,0,9,0,0,"1",NA
4501,2004,507,"D070",4417,2004-04-30,"2004-04",3,0,7,0,3,0,0,"1",NA
4382,2004,508,"D071",984,2004-04-30,"2004-04",4,0,4,0,1,0,0,"1",1
592,2004,509,"D072",418,2004-05-06,"2004-05",5,0,7,1,8,1,0,"1",2
1054,2004,510,"D073",823,2004-05-06,"2004-05",4,0,4,0,2,0,0,"1",1
4424,2004,511,"D074",590,2004-05-05,"2004-05",6,0,11,0,5,0,0,"1",2
438,2004,512,"D075",11,2004-05-06,"2004-05",3,0,7,2,6,1,0,"1",3
4290,2004,513,"D076",4275,2004-05-06,"2004-05",2,0,7,1,12,1,0,"1",NA
471,2004,514,"D077",661,2004-05-07,"2004-05",2,0,8,0,7,0,0,"1",2
649,2004,515,"D078",460,2004-05-11,"2004-05",4,0,8,0,7,0,0,"1",2
4273,2004,516,"D079",4153,2004-05-11,"2004-05",3,0,12,0,9,0,0,"1",NA
4376,2004,517,"D080",383,2004-05-11,"2004-05",8,1,14,1,3,1,1,"1",2
533,2004,518,"D081",417,2004-05-12,"2004-05",3,1,6,1,5,1,1,"1",2
284,2004,519,"D082",456,2004-05-13,"2004-05",4,0,10,1,3,1,0,"1",2
442,2004,520,"D083",457,2004-05-13,"2004-05",4,0,10,0,7,0,0,"1",2
41,2004,522,"D085",517,2004-05-14,"2004-05",3,0,12,0,4,0,0,"1",1
45,2004,523,"D086",166,2004-05-14,"2004-05",4,1,11,1,12,1,1,"1",3
646,2004,524,"D087",500,2004-05-16,"2004-05",5,0,14,1,3,1,0,"1",NA
562,2004,525,"D088",393,2004-05-16,"2004-05",1,0,5,0,3,0,0,"1",2
122,2004,526,"D089",132,2004-05-15,"2004-05",3,0,12,0,5,0,0,"1",3
521,2004,527,"D090",1038,2004-05-16,"2004-05",3,0,8,0,5,0,0,"1",1
985,2004,528,"D091",409,2004-05-17,"2004-05",4,1,10,1,4,1,1,"1",2
1063,2004,529,"D092",363,2004-05-16,"2004-05",3,0,3,1,1,1,0,"1",2
353,2004,530,"D093",725,2004-05-15,"2004-05",5,0,13,1,5,1,0,"1",2
586,2004,531,"D094",285,2004-05-16,"2004-05",4,2,13,8,8,1,1,"1",2
753,2004,532,"D095",822,2004-05-17,"2004-05",4,1,7,1,2,1,1,"1",1
913,2004,533,"D096",818,2004-05-17,"2004-05",4,0,8,0,5,0,0,"1",1
819,2004,534,"D097",602,2004-05-18,"2004-05",3,0,8,2,5,1,0,"1",2
928,2004,535,"D098",513,2004-05-18,"2004-05",3,0,6,0,2,0,0,"1",NA
1069,2004,536,"D099",115,2004-05-17,"2004-05",4,0,12,2,2,1,0,"1",3
431,2004,537,"D100",356,2004-05-18,"2004-05",3,2,7,4,7,1,1,"1",2
704,2004,538,"D101",504,2004-05-20,"2004-05",3,0,8,0,2,0,0,"1",NA
892,2004,539,"D102",4435,2004-05-17,"2004-05",3,1,9,1,12,1,1,"1",NA
960,2004,540,"D103",650,2004-05-18,"2004-05",2,0,13,0,5,0,0,"1",2
843,2004,541,"D104",1053,2004-05-18,"2004-05",3,0,8,2,1,1,0,"1",1
542,2004,542,"D105",466,2004-05-18,"2004-05",4,0,11,2,1,1,0,"1",2
427,2004,543,"D106",22,2004-05-17,"2004-05",4,1,12,2,9,1,1,"1",3
860,2004,544,"D107",114,2004-05-19,"2004-05",3,0,5,3,5,1,0,"1",3
903,2004,545,"D108",354,2004-05-18,"2004-05",3,0,10,0,6,0,0,"1",2
832,2004,546,"D109",1099,2004-05-19,"2004-05",3,0,3,0,1,0,0,"1",2
1048,2004,547,"D110",902,2004-05-18,"2004-05",2,0,5,1,1,1,0,"1",1
4497,2004,548,"D111",4265,2004-05-21,"2004-05",3,0,11,0,9,0,0,"1",NA
551,2004,549,"D112",251,2004-05-23,"2004-05",5,1,10,10,2,1,1,"1",3
980,2004,550,"D113",971,2004-05-25,"2004-05",1,0,1,0,1,0,0,"1",1
309,2004,551,"D114",4422,2004-05-24,"2004-05",2,0,11,0,3,0,0,"1",3
540,2004,552,"D115",383,2004-05-26,"2004-05",8,1,14,1,2,1,1,"1",2
929,2004,553,"D116",46,2004-05-25,"2004-05",4,0,9,0,2,0,0,"1",3
342,2004,554,"D117",421,2004-05-27,"2004-05",3,0,5,0,5,0,0,"1",2
419,2004,555,"D118",4503,2004-05-27,"2004-05",1,0,8,6,4,1,0,"1",NA
206,2004,556,"D119",663,2004-05-26,"2004-05",2,0,10,0,7,0,0,"1",2
4382,2004,557,"D120",1095,2004-05-27,"2004-05",3,0,7,1,1,1,0,"1",1
605,2004,558,"D121",4423,2004-05-27,"2004-05",2,0,10,1,3,1,0,"1",3
556,2004,559,"D122",23,2004-05-25,"2004-05",3,0,13,2,6,1,0,"1",3
32,2004,560,"D123",4229,2004-05-28,"2004-05",4,4,9,9,5,1,1,"1",NA
604,2004,561,"D124",4304,2004-05-27,"2004-05",5,5,7,16,7,1,1,"1",NA
4501,2004,562,"D125",4417,2004-05-29,"2004-05",4,0,7,0,3,0,0,"1",NA
784,2004,563,"D126",499,2004-06-01,"2004-06",6,0,6,0,2,0,0,"1",NA
592,2004,564,"D127",418,2004-05-29,"2004-05",5,0,7,1,8,1,0,"1",2
4424,2004,565,"D128",590,2004-05-31,"2004-05",6,0,11,0,5,0,0,"1",2
416,2004,568,"D131",4418,2004-06-03,"2004-06",2,0,6,0,9,0,0,"1",NA
912,2004,569,"D132",959,2004-05-28,"2004-05",2,0,2,0,1,0,0,"1",1
371,2004,570,"D133",4230,2004-06-02,"2004-06",2,0,5,0,5,0,0,"1",NA
1100,2004,571,"D134",831,2004-06-06,"2004-06",3,0,6,1,3,1,0,"1",1
1074,2004,572,"D135",4422,2004-06-05,"2004-06",5,0,11,0,3,0,0,"1",3
571,2004,573,"D136",4423,2004-06-06,"2004-06",2,0,10,1,2,1,0,"1",3
428,2004,574,"D137",4421,2004-06-05,"2004-06",5,0,13,3,3,1,0,"1",3
857,2004,575,"D138",4247,2004-06-08,"2004-06",4,0,8,1,3,1,0,"1",NA
284,2004,576,"D139",456,2004-06-08,"2004-06",4,1,10,1,3,1,1,"1",2
955,2004,577,"D140",591,2004-06-07,"2004-06",5,0,10,0,3,0,0,"1",2
960,2004,578,"D141",650,2004-06-08,"2004-06",4,0,13,0,5,0,0,"1",2
256,2004,579,"D142",132,2004-06-08,"2004-06",5,0,12,0,2,0,0,"1",3
913,2004,580,"D143",818,2004-06-09,"2004-06",4,0,8,0,5,0,0,"1",1
819,2004,581,"D144",602,2004-06-10,"2004-06",3,0,8,2,5,1,0,"1",2
442,2004,582,"D145",457,2004-06-09,"2004-06",3,0,10,0,7,0,0,"1",2
512,2004,583,"D146",765,2004-06-08,"2004-06",4,0,7,0,5,0,0,"1",1
346,2004,584,"D147",4264,2004-06-09,"2004-06",1,2,6,3,5,1,1,"1",NA
4290,2004,585,"D148",4275,2004-06-12,"2004-06",4,0,7,1,12,1,0,"1",NA
985,2004,586,"D149",409,2004-06-12,"2004-06",3,0,10,1,4,1,0,"1",2
76,2004,587,"D150",287,2004-06-08,"2004-06",5,1,8,1,4,1,1,"1",2
438,2004,588,"D151",11,2004-06-13,"2004-06",3,2,7,2,6,1,1,"1",3
41,2004,590,"D153",517,2004-06-16,"2004-06",3,0,12,0,4,0,0,"1",1
471,2004,591,"D154",661,2004-06-18,"2004-06",5,0,8,0,7,0,0,"1",2
533,2004,592,"D155",417,2004-06-19,"2004-06",3,0,6,1,5,1,0,"1",2
556,2004,593,"D156",23,2004-06-21,"2004-06",4,0,13,2,6,1,0,"1",3
309,2004,594,"D157",4422,2004-06-21,"2004-06",5,0,11,0,3,0,0,"1",3
649,2004,595,"D158",460,2004-06-22,"2004-06",2,0,8,0,7,0,0,"1",2
4273,2004,596,"D159",4153,2004-06-20,"2004-06",3,0,12,0,9,0,0,"1",NA
45,2004,597,"D160",166,2004-06-23,"2004-06",4,0,11,1,12,1,0,"1",3
206,2004,598,"D161",663,2004-06-21,"2004-06",2,0,10,0,7,0,0,"1",2
1063,2004,599,"D162",537,2004-06-23,"2004-06",4,0,4,1,1,1,0,"1",1
431,2004,600,"D163",356,2004-06-24,"2004-06",1,0,7,4,7,1,0,"1",2
988,2004,601,"D164",145,2004-06-24,"2004-06",4,1,8,4,9,1,1,"1",3
605,2004,602,"D165",4423,2004-06-24,"2004-06",2,0,10,1,3,1,0,"1",3
122,2004,603,"D166",132,2004-06-24,"2004-06",5,0,12,0,5,0,0,"1",3
1100,2004,604,"D167",831,2004-06-26,"2004-06",3,0,6,1,3,1,0,"1",1
646,2004,605,"D168",500,2004-06-25,"2004-06",5,0,14,1,3,1,0,"1",NA
892,2004,606,"D169",4435,2004-06-26,"2004-06",3,0,9,1,12,1,0,"1",NA
963,2004,607,"D170",1053,2004-06-30,"2004-06",1,2,8,2,2,1,1,"1",1
784,2004,608,"D171",499,2004-06-27,"2004-06",6,0,6,0,2,0,0,"1",NA
753,2004,609,"D172",822,2004-06-28,"2004-06",3,0,7,1,2,1,0,"1",1
353,2004,610,"D173",725,2004-06-26,"2004-06",4,0,13,1,5,1,0,"1",2
524,2004,612,"D175",110,2004-06-27,"2004-06",4,4,4,4,1,1,1,"1",3
903,2004,613,"D176",354,2004-06-27,"2004-06",4,0,10,0,6,0,0,"1",2
586,2004,614,"D177",285,2004-06-27,"2004-06",4,2,13,8,8,1,1,"1",2
338,2004,616,"D179",466,2004-06-25,"2004-06",5,1,11,2,7,1,1,"1",2
704,2004,617,"D180",115,2004-07-02,"2004-07",4,0,12,2,1,1,0,"1",3
1074,2004,618,"D181",4422,2004-07-04,"2004-07",2,0,11,0,3,0,0,"1",3
427,2004,620,"D183",22,2004-06-29,"2004-06",3,0,12,2,9,1,0,"1",3
860,2004,621,"D184",114,2004-07-05,"2004-07",2,0,5,3,5,1,0,"1",3
41,2004,623,"D186",517,2004-07-12,"2004-07",1,0,12,0,4,0,0,"1",1
562,2004,625,"D188",393,2004-07-04,"2004-07",3,0,5,0,3,0,0,"1",2
521,2004,626,"D189",1038,2004-07-07,"2004-07",2,0,8,0,5,0,0,"1",1
342,2004,627,"D190",421,2004-07-08,"2004-07",2,0,5,0,5,0,0,"1",2
843,2004,628,"D191",370,2004-07-09,"2004-07",4,2,8,7,1,1,1,"1",2
416,2004,630,"D193",4418,2004-07-09,"2004-07",1,0,6,0,9,0,0,"1",NA
556,2004,632,"D195",23,2004-07-14,"2004-07",2,0,13,2,6,1,0,"1",3
4273,2004,634,"D197",4153,2004-07-15,"2004-07",3,0,12,0,9,0,0,"1",NA
4424,2004,635,"D198",590,2004-07-14,"2004-07",3,0,11,0,5,0,0,"1",2
985,2004,636,"D199",409,2004-07-16,"2004-07",3,0,10,1,4,1,0,"1",2
428,2004,637,"D200",4421,2004-07-16,"2004-07",3,0,13,3,3,1,0,"1",3
963,2004,638,"D201",1053,2004-07-17,"2004-07",4,0,8,2,2,1,0,"1",1
1083,2004,639,"D202",1095,2004-07-16,"2004-07",3,0,7,1,2,1,0,"1",1
419,2004,1,"D204",4503,2004-07-17,"2004-07",4,1,8,6,4,1,1,"1",NA
122,2004,5,"D208",132,2004-07-18,"2004-07",2,0,12,0,5,0,0,"1",3
988,2004,6,"D209",145,2004-07-20,"2004-07",2,1,8,4,9,1,1,"1",3
857,2004,7,"D210",4247,2004-07-18,"2004-07",2,0,8,1,3,1,0,"1",NA
4497,2004,10,"D213",4265,2004-07-19,"2004-07",1,0,11,0,9,0,0,"1",NA
960,2004,11,"D214",650,2004-07-19,"2004-07",3,0,13,0,5,0,0,"1",2
955,2004,12,"D215",591,2004-07-19,"2004-07",3,0,10,0,3,0,0,"1",2
985,2005,15,"E001",818,2005-04-10,"2005-04",1,1,10,1,1,1,1,"1",2
1069,2005,16,"E002",1935,2005-04-10,"2005-04",4,0,15,0,4,0,0,"1",1
988,2005,17,"E003",145,2005-04-10,"2005-04",3,1,14,3,9,1,1,"1",4
604,2005,19,"E005",4304,2005-04-10,"2005-04",6,1,19,6,7,1,1,"1",NA
892,2005,20,"E006",4435,2005-04-11,"2005-04",2,0,16,2,12,1,0,"1",NA
206,2005,26,"E012",2018,2005-04-19,"2005-04",7,0,23,0,5,0,0,"1",2
533,2005,27,"E013",417,2005-04-19,"2005-04",3,0,13,4,5,1,0,"1",3
1718,2005,29,"E015",1738,2005-04-23,"2005-04",2,0,5,0,2,0,0,"1",1
560,2005,31,"E017",4230,2005-04-25,"2005-04",6,0,14,2,3,1,0,"1",NA
4424,2005,32,"E018",4230,2005-04-26,"2005-04",6,0,14,2,1,1,0,"1",NA
649,2005,33,"E019",460,2005-04-26,"2005-04",2,0,14,0,7,0,0,"1",3
416,2005,34,"E020",4418,2005-04-27,"2005-04",4,0,11,1,9,1,0,"1",NA
604,2005,35,"E021",4304,2005-04-27,"2005-04",6,1,19,6,7,1,1,"1",NA
521,2005,36,"E022",1038,2005-04-27,"2005-04",4,0,11,0,5,0,0,"1",2
471,2005,38,"E024",661,2005-04-26,"2005-04",3,0,10,0,7,0,0,"1",3
427,2005,39,"E025",22,2005-04-27,"2005-04",4,0,12,0,9,0,0,"1",4
438,2005,41,"E027",11,2005-04-29,"2005-04",5,0,7,1,6,1,0,"1",4
342,2005,44,"E030",421,2005-04-29,"2005-04",4,0,11,0,5,0,0,"1",3
586,2005,45,"E031",285,2005-04-28,"2005-04",4,1,10,7,8,1,1,"1",3
524,2005,46,"E032",2018,2005-04-30,"2005-04",7,0,23,0,3,0,0,"1",2
4290,2005,47,"E033",4275,2005-04-30,"2005-04",3,0,10,1,12,1,0,"1",NA
442,2005,48,"E034",457,2005-04-29,"2005-04",2,3,15,5,7,1,1,"1",3
819,2005,49,"E035",602,2005-04-30,"2005-04",5,0,14,3,5,1,0,"1",3
431,2005,50,"E036",356,2005-05-01,"2005-05",2,2,10,4,7,1,1,"1",3
903,2005,51,"E037",354,2005-04-30,"2005-04",3,0,12,0,6,0,0,"1",3
309,2005,52,"E038",993,2005-05-01,"2005-05",3,0,12,0,4,0,0,"1",2
353,2005,53,"E039",725,2005-04-30,"2005-04",3,0,9,8,5,1,0,"1",3
985,2005,54,"E040",409,2005-05-01,"2005-05",4,0,6,0,2,0,0,"1",3
76,2005,55,"E041",287,2005-05-01,"2005-05",5,0,11,1,4,1,0,"1",3
988,2005,56,"E042",145,2005-05-02,"2005-05",4,1,14,3,9,1,1,"1",4
960,2005,57,"E043",650,2005-05-01,"2005-05",5,0,9,2,5,1,0,"1",3
4273,2005,58,"E044",4153,2005-05-01,"2005-05",2,0,10,0,9,0,0,"1",NA
540,2005,59,"E045",1053,2005-05-01,"2005-05",5,0,14,1,3,1,0,"1",2
646,2005,60,"E046",500,2005-05-01,"2005-05",3,0,9,0,3,0,0,"1",NA
346,2005,61,"E047",1956,2005-05-01,"2005-05",4,0,4,0,1,0,0,"1",1
45,2005,62,"E048",166,2005-05-01,"2005-05",5,1,13,4,12,1,1,"1",4
592,2005,63,"E049",418,2005-05-03,"2005-05",4,1,6,2,8,1,1,"1",3
1589,2005,64,"E050",393,2005-05-02,"2005-05",9,1,15,1,4,1,1,"1",3
338,2005,65,"E051",466,2005-05-02,"2005-05",10,0,14,2,7,1,0,"1",3
4391,2005,66,"E052",4265,2005-05-03,"2005-05",3,0,14,2,4,1,0,"1",NA
892,2005,67,"E053",4435,2005-05-04,"2005-05",9,0,16,2,12,1,0,"1",NA
556,2005,68,"E054",23,2005-05-04,"2005-05",3,0,10,2,6,1,0,"1",4
1054,2005,69,"E055",823,2005-05-06,"2005-05",5,0,11,0,2,0,0,"1",2
1446,2005,70,"E056",4423,2005-05-05,"2005-05",1,0,3,0,2,0,0,"1",4
605,2005,71,"E057",1227,2005-05-04,"2005-05",5,0,10,0,3,0,0,"1",1
419,2005,73,"E059",765,2005-05-02,"2005-05",5,0,12,2,1,1,0,"1",2
784,2005,74,"E060",1095,2005-05-04,"2005-05",8,0,12,1,4,1,0,"1",2
963,2005,75,"E061",505,2005-05-05,"2005-05",7,1,13,1,3,1,1,"1",NA
1069,2005,76,"E062",1935,2005-05-03,"2005-05",5,0,15,0,4,0,0,"1",1
832,2005,77,"E063",1464,2005-05-05,"2005-05",6,0,8,0,3,0,0,"1",1
1047,2005,78,"E064",1226,2005-05-05,"2005-05",4,0,9,0,2,0,0,"1",1
512,2005,79,"E065",765,2005-05-05,"2005-05",5,0,12,2,5,1,0,"1",2
542,2005,80,"E066",251,2005-05-06,"2005-05",3,3,10,6,3,1,1,"1",4
927,2005,81,"E067",1717,2005-05-05,"2005-05",8,0,13,0,2,0,0,"1",1
1100,2005,82,"E068",959,2005-05-06,"2005-05",9,0,13,0,5,0,0,"1",2
1827,2005,83,"E069",1353,2005-05-05,"2005-05",4,1,11,1,4,1,1,"1",1
571,2005,84,"E070",974,2005-05-05,"2005-05",3,0,7,0,3,0,0,"1",2
1228,2005,85,"E071",115,2005-05-07,"2005-05",9,0,12,0,3,0,0,"1",4
857,2005,86,"E072",1569,2005-05-06,"2005-05",3,1,7,1,5,1,1,"1",1
1907,2005,87,"E073",504,2005-05-08,"2005-05",6,1,14,1,3,1,1,"1",NA
1739,2005,88,"E074",46,2005-05-08,"2005-05",3,2,8,4,3,1,1,"1",4
929,2005,89,"E075",115,2005-05-07,"2005-05",9,0,12,0,1,0,0,"1",4
2004,2005,90,"E076",823,2005-05-10,"2005-05",5,0,11,0,7,0,0,"1",2
256,2005,91,"E077",1448,2005-05-10,"2005-05",5,0,9,0,1,0,0,"1",1
860,2005,92,"E078",114,2005-05-09,"2005-05",3,0,7,4,5,1,0,"1",4
1544,2005,93,"E079",504,2005-05-10,"2005-05",6,1,14,1,1,1,1,"1",NA
122,2005,94,"E080",1448,2005-05-12,"2005-05",5,0,9,0,3,0,0,"1",1
206,2005,95,"E081",2018,2005-05-10,"2005-05",7,0,23,0,5,0,0,"1",2
1386,2005,96,"E082",591,2005-05-10,"2005-05",4,0,9,0,2,0,0,"1",3
569,2005,97,"E083",1717,2005-05-08,"2005-05",8,0,13,0,2,0,0,"1",1
649,2005,99,"E085",460,2005-05-21,"2005-05",4,0,14,0,7,0,0,"1",3
560,2005,100,"E086",4230,2005-05-21,"2005-05",3,1,14,2,3,1,1,"1",NA
1507,2005,101,"E087",1500,2005-05-20,"2005-05",3,1,3,1,1,1,1,"1",1
416,2005,102,"E088",4418,2005-05-22,"2005-05",2,0,11,1,9,1,0,"1",NA
521,2005,103,"E089",1038,2005-05-21,"2005-05",3,0,11,0,5,0,0,"1",2
913,2005,104,"E090",818,2005-05-22,"2005-05",1,0,10,1,5,1,0,"1",2
604,2005,105,"E091",4304,2005-05-21,"2005-05",5,3,19,6,7,1,1,"1",NA
471,2005,106,"E092",661,2005-05-20,"2005-05",4,0,10,0,7,0,0,"1",3
1718,2005,107,"E093",1738,2005-05-21,"2005-05",3,0,5,0,2,0,0,"1",1
2007,2005,108,"E094",2012,2005-05-20,"2005-05",4,0,7,1,2,1,0,"1",NA
1558,2005,109,"E095",902,2005-05-23,"2005-05",3,0,5,1,2,1,0,"1",2
4425,2005,112,"E098",962,2005-05-26,"2005-05",3,2,6,3,4,1,1,"1",2
524,2005,113,"E099",2018,2005-05-27,"2005-05",7,0,23,0,3,0,0,"1",2
338,2005,114,"E100",466,2005-05-26,"2005-05",10,0,14,2,7,1,0,"1",3
4424,2005,115,"E101",537,2005-05-25,"2005-05",2,1,5,3,2,1,1,"1",2
533,2005,116,"E102",417,2005-05-27,"2005-05",5,3,13,4,5,1,1,"1",3
1589,2005,117,"E103",393,2005-05-28,"2005-05",9,1,15,1,4,1,1,"1",3
832,2005,118,"E104",1464,2005-05-29,"2005-05",6,0,8,0,3,0,0,"1",1
586,2005,119,"E105",285,2005-05-24,"2005-05",2,2,10,7,8,1,1,"1",3
1514,2005,120,"E106",1929,2005-06-01,"2005-06",1,0,1,0,2,0,0,"1",1
1940,2005,121,"E107",1970,2005-05-31,"2005-05",2,0,5,0,2,0,0,"1",1
1100,2005,122,"E108",959,2005-05-31,"2005-05",9,0,13,0,5,0,0,"1",2
1228,2005,123,"E109",115,2005-05-31,"2005-05",9,0,12,0,3,0,0,"1",4
442,2005,124,"E110",457,2005-05-30,"2005-05",5,0,15,5,7,1,0,"1",3
985,2005,125,"E111",409,2005-06-01,"2005-06",2,0,6,0,2,0,0,"1",3
784,2005,126,"E112",1095,2005-05-31,"2005-05",8,0,12,1,4,1,0,"1",2
569,2005,127,"E113",1717,2005-05-30,"2005-05",8,0,13,0,2,0,0,"1",1
512,2005,128,"E114",765,2005-06-01,"2005-06",4,0,12,2,5,1,0,"1",2
2004,2005,129,"E115",823,2005-06-02,"2005-06",2,0,11,0,7,0,0,"1",2
892,2005,130,"E116",4435,2005-05-31,"2005-05",9,0,16,2,12,1,0,"1",NA
980,2005,131,"E117",4421,2005-06-01,"2005-06",6,0,9,4,3,1,0,"1",4
1739,2005,132,"E118",46,2005-06-02,"2005-06",2,1,8,4,3,1,1,"1",4
1364,2005,133,"E119",504,2005-06-02,"2005-06",5,0,14,1,2,1,0,"1",NA
542,2005,134,"E120",251,2005-06-05,"2005-06",3,1,10,6,3,1,1,"1",4
704,2005,135,"E121",1438,2005-06-03,"2005-06",3,0,3,0,1,0,0,"1",1
929,2005,136,"E122",500,2005-06-02,"2005-06",4,0,9,0,1,0,0,"1",NA
622,2005,137,"E123",1954,2005-06-11,"2005-06",3,0,4,0,3,0,0,"1",1
1907,2005,138,"E124",504,2005-06-04,"2005-06",5,0,14,1,3,1,0,"1",NA
342,2005,139,"E125",421,2005-06-06,"2005-06",5,0,11,0,5,0,0,"1",3
309,2005,140,"E126",993,2005-06-07,"2005-06",3,0,12,0,4,0,0,"1",2
2014,2005,141,"E127",1906,2005-06-06,"2005-06",5,0,5,0,1,0,0,"1",1
988,2005,142,"E128",145,2005-06-07,"2005-06",5,0,14,3,9,1,0,"1",4
427,2005,143,"E129",22,2005-06-04,"2005-06",4,0,12,0,9,0,0,"1",4
819,2005,144,"E130",602,2005-06-07,"2005-06",5,3,14,3,5,1,1,"1",3
857,2005,145,"E131",1569,2005-06-07,"2005-06",3,0,7,1,5,1,0,"1",1
4391,2005,146,"E132",4265,2005-06-07,"2005-06",5,2,14,2,4,1,1,"1",NA
431,2005,147,"E133",356,2005-06-09,"2005-06",3,0,10,4,7,1,0,"1",3
4290,2005,148,"E134",4275,2005-06-09,"2005-06",4,0,10,1,12,1,0,"1",NA
903,2005,149,"E135",354,2005-06-09,"2005-06",4,0,12,0,6,0,0,"1",3
917,2005,150,"E136",4463,2005-06-09,"2005-06",1,2,3,2,4,1,1,"1",NA
556,2005,151,"E137",23,2005-06-13,"2005-06",5,0,10,2,6,1,0,"1",4
4273,2005,152,"E138",4153,2005-06-09,"2005-06",6,0,10,0,9,0,0,"1",NA
913,2005,153,"E139",818,2005-06-11,"2005-06",5,0,10,1,5,1,0,"1",2
1446,2005,643,"E142",4423,2005-06-14,"2005-06",2,0,3,0,2,0,0,"1",4
45,2005,644,"E143",166,2005-06-12,"2005-06",4,2,13,4,12,1,1,"1",4
605,2005,645,"E144",1227,2005-06-12,"2005-06",1,0,10,0,3,0,0,"1",1
76,2005,646,"E145",287,2005-06-12,"2005-06",4,1,11,1,4,1,1,"1",3
353,2005,647,"E146",725,2005-06-11,"2005-06",6,3,9,8,5,1,1,"1",3
540,2005,648,"E147",1053,2005-06-13,"2005-06",5,1,14,1,3,1,1,"1",2
256,2005,649,"E148",650,2005-06-16,"2005-06",4,0,9,2,4,1,0,"1",3
1827,2005,651,"E150",1353,2005-06-15,"2005-06",4,0,11,1,4,1,0,"1",1
646,2005,652,"E151",1226,2005-06-15,"2005-06",4,0,9,0,1,0,0,"1",1
927,2005,653,"E152",1717,2005-06-16,"2005-06",5,0,13,0,2,0,0,"1",1
1069,2005,654,"E153",1935,2005-06-19,"2005-06",3,0,15,0,4,0,0,"1",1
649,2005,656,"E155",460,2005-06-19,"2005-06",4,0,14,0,7,0,0,"1",3
206,2005,657,"E156",2018,2005-06-18,"2005-06",2,0,23,0,5,0,0,"1",2
122,2005,658,"E157",1448,2005-06-21,"2005-06",4,0,9,0,3,0,0,"1",1
1940,2005,659,"E158",1970,2005-06-21,"2005-06",3,0,5,0,2,0,0,"1",1
1589,2005,660,"E159",393,2005-06-21,"2005-06",4,0,15,1,4,1,0,"1",3
860,2005,661,"E160",114,2005-06-18,"2005-06",3,1,7,4,5,1,1,"1",4
1386,2005,662,"E161",591,2005-06-22,"2005-06",5,0,9,0,2,0,0,"1",3
442,2005,663,"E162",457,2005-06-23,"2005-06",4,2,15,5,7,1,1,"1",3
1228,2005,664,"E163",115,2005-06-23,"2005-06",3,0,12,0,3,0,0,"1",4
416,2005,665,"E164",4418,2005-06-25,"2005-06",2,0,11,1,9,1,0,"1",NA
1599,2005,666,"E165",4390,2005-06-21,"2005-06",3,0,3,0,1,0,0,"1",2
988,2005,668,"E167",145,2005-06-28,"2005-06",5,0,14,3,9,1,0,"1",4
980,2005,669,"E168",4421,2005-06-28,"2005-06",6,0,9,4,3,1,0,"1",4
592,2005,670,"E169",418,2005-06-29,"2005-06",2,1,6,2,8,1,1,"1",3
4425,2005,671,"E170",962,2005-07-01,"2005-07",3,0,6,3,4,1,0,"1",2
604,2005,672,"E171",4304,2005-06-27,"2005-06",4,0,19,6,7,1,0,"1",NA
819,2005,673,"E172",11,2005-06-30,"2005-06",2,1,7,1,1,1,1,"1",4
917,2005,675,"E174",4463,2005-07-01,"2005-07",2,0,3,2,4,1,0,"1",NA
1048,2005,677,"E177",591,2005-06-30,"2005-06",5,0,9,0,2,0,0,"1",3
2007,2005,678,"E178",2012,2005-07-03,"2005-07",3,1,7,1,2,1,1,"1",NA
784,2005,679,"E179",1095,2005-06-30,"2005-06",2,1,12,1,4,1,1,"1",2
1558,2005,680,"E180",902,2005-07-01,"2005-07",2,0,5,1,2,1,0,"1",2
586,2005,681,"E181",285,2005-06-30,"2005-06",2,1,10,7,8,1,1,"1",3
605,2005,682,"E182",1227,2005-07-05,"2005-07",4,0,10,0,3,0,0,"1",1
471,2005,683,"E183",661,2005-07-04,"2005-07",3,0,10,0,7,0,0,"1",3
560,2005,684,"E184",4230,2005-07-05,"2005-07",5,0,14,2,3,1,0,"1",NA
1718,2005,685,"E185",1038,2005-07-05,"2005-07",4,0,11,0,1,0,0,"1",2
4424,2005,686,"E186",537,2005-07-05,"2005-07",3,1,5,3,2,1,1,"1",2
533,2005,687,"E187",417,2005-07-06,"2005-07",5,1,13,4,5,1,1,"1",3
524,2005,688,"E188",2018,2005-07-05,"2005-07",7,0,23,0,3,0,0,"1",2
338,2005,689,"E189",466,2005-07-07,"2005-07",4,1,14,2,7,1,1,"1",3
1100,2005,690,"E190",959,2005-07-09,"2005-07",4,0,13,0,5,0,0,"1",2
1827,2005,691,"E191",1353,2005-07-08,"2005-07",3,0,11,1,4,1,0,"1",1
2004,2005,692,"E192",823,2005-07-09,"2005-07",4,0,11,0,7,0,0,"1",2
903,2005,693,"E193",354,2005-07-09,"2005-07",5,0,12,0,6,0,0,"1",3
4392,2005,694,"E194",505,2005-07-09,"2005-07",6,0,13,1,1,1,0,"1",NA
1907,2005,695,"E195",504,2005-07-11,"2005-07",3,0,14,1,3,1,0,"1",NA
206,2005,696,"E196",2018,2005-07-11,"2005-07",7,0,23,0,5,0,0,"1",2
