Dam,SocialDadID,Sire,BroodName,Cohort,Nest_Location,EP,Loc_code
2167,2944,2768,F090,2006,LB,1,NA
206,2661,2661,F091,2006,W,0,4
338,466,466,F093,2006,W,0,4
892,4435,4435,F094,2006,W,0,4
2840,46,46,F095,2006,ML,0,NA
2004,823,823,F096,2006,W,0,4
929,984,984,F097,2006,MR,0,NA
980,23,23,F098,2006,W,0,4
980,23,1095,F098,2006,W,1,4
4380,4378,4378,F099,2006,MR,0,NA
622,2187,2187,F101,2006,F,0,3
622,2187,2661,F101,2006,F,1,3
256,650,650,F104,2006,W,0,4
2691,23,23,F106,2006,W,0,4
586,2651,2651,F107,2006,LM,0,1
784,417,417,F108,2006,C,0,NA
2865,1954,1954,F109,2006,F,0,3
2865,1954,962,F109,2006,F,1,3
1100,959,1956,F111,2006,MM,1,NA
1100,959,500,F111,2006,MM,1,NA
2658,2053,1956,F112,2006,R,1,2
2658,2053,2053,F112,2006,R,0,2
338,2906,2906,F113,2006,W,0,4
843,2904,2904,F114,2006,W,0,4
45,166,166,F115,2006,F,0,3
2405,1464,1464,F117,2006,MM,0,NA
2405,1464,2354,F117,2006,MM,1,NA
927,494,115,F118,2006,ML,1,NA
927,494,494,F118,2006,ML,0,NA
592,418,418,F122,2006,W,0,4
592,418,650,F122,2006,W,1,4
860,114,114,F123,2006,MR,0,NA
206,2661,2661,F126,2006,W,0,4
2004,823,823,F128,2006,W,0,4
892,4435,4435,F130,2006,W,0,4
3051,2906,2906,F132,2006,W,0,4
338,2906,2906,F132,2006,W,0,4
4380,3285,3285,G003,2007,LM,0,1
4380,3285,2651,G003,2007,LM,1,1
338,2605,2605,G005,2007,W,0,4
4425,1697,1697,G013,2007,W,0,4
3395,2173,2173,G016,2007,R,0,2
927,2202,2202,G017,2007,ML,0,NA
927,2202,46,G017,2007,ML,1,NA
860,2693,1448,G020,2007,LM,1,1
860,2693,3394,G020,2007,LM,1,1
3050,2768,2768,G021,2007,F,0,3
2004,417,417,G023,2007,W,0,4
3302,417,417,G026,2007,C,0,NA
3302,417,23,G026,2007,C,1,NA
2492,2944,2944,G028,2007,F,0,3
2492,2944,417,G028,2007,F,1,3
586,2651,2651,G029,2007,LM,0,1
586,2651,166,G029,2007,LM,1,1
3404,1697,417,G030,2007,W,1,4
3340,4304,4304,G031,2007,LM,0,1
3536,2542,2542,G033,2007,F,0,3
3351,2944,2944,G034,2007,LM,0,1
2489,2605,2605,G036,2007,W,0,4
3350,3430,3430,G037,2007,LM,0,1
4425,1697,1697,G038,2007,W,0,4
4380,3285,3285,G039,2007,LM,0,1
4380,3285,661,G039,2007,LM,1,1
3507,3442,3442,G040,2007,LF,0,NA
929,2202,2202,G041,2007,MR,0,NA
2004,417,417,G042,2007,W,0,4
3427,2453,2453,G044,2007,LM,0,1
3427,2453,2651,G044,2007,LM,1,1
2166,3460,1569,G045,2007,MM,1,NA
2166,3460,2651,G045,2007,MM,1,NA
1100,3460,4390,G046,2007,MM,1,NA
1100,3460,3460,G046,2007,MM,0,NA
1100,3460,3442,G046,2007,MM,1,NA
3288,3445,46,G047,2007,ML,1,NA
750,3496,3496,G050,2007,F,0,3
3475,3450,3450,G051,2007,LM,0,1
3475,3450,650,G051,2007,LM,1,1
3429,3359,3359,G052,2007,S,0,6
3404,1697,1697,G053,2007,W,0,4
3395,2173,2173,G054,2007,R,0,2
3395,2173,2944,G054,2007,R,1,2
3302,417,417,G055,2007,C,0,NA
860,2693,3394,G056,2007,LM,1,1
3516,2453,2453,G057,2007,LM,0,1
3516,2453,417,G057,2007,LM,1,1
542,3478,417,G060,2007,LM,1,1
542,3478,3478,G060,2007,LM,0,1
857,3478,661,G060,2007,LM,1,1
2492,2944,417,G061,2007,F,1,3
2492,2944,3496,G061,2007,F,1,3
2492,2944,2944,G061,2007,F,0,3
3050,2768,2768,G062,2007,F,0,3
586,2651,2651,G063,2007,LM,0,1
586,2651,2388,G063,2007,LM,1,1
3536,2542,2542,G067,2007,F,0,3
3340,4304,4304,G068,2007,LM,0,1
2489,2605,2605,G070,2007,W,0,4
3350,3430,1448,G071,2007,LM,1,1
3350,3430,3430,G071,2007,LM,0,1
2004,417,417,G072,2007,W,0,4
3555,3370,3370,G074,2007,W,0,4
4425,1697,417,G075,2007,W,1,4
4425,1697,1697,G075,2007,W,0,4
1100,3460,3460,G076,2007,MM,0,NA
1100,3460,3092,G076,2007,MM,1,NA
3515,661,661,G078,2007,LM,0,1
860,2693,2693,G079,2007,LM,0,1
860,2693,3312,G079,2007,LM,1,1
3507,3442,661,G080,2007,LF,1,NA
3507,3442,3442,G080,2007,LF,0,NA
3427,2453,2453,G081,2007,LM,0,1
3395,2173,2173,G082,2007,R,0,2
3457,2173,2173,G082,2007,R,0,2
3475,3450,3450,G083,2007,LM,0,1
3475,3450,3089,G083,2007,LM,1,1
3475,3450,3394,G083,2007,LM,1,1
2166,3460,2202,G084,2007,MM,1,NA
2166,3460,3460,G084,2007,MM,0,NA
2840,46,1569,G085,2007,ML,1,NA
2840,46,46,G085,2007,ML,0,NA
929,2202,2202,G086,2007,MR,0,NA
3516,2453,2453,G087,2007,LM,0,1
3516,2453,661,G087,2007,LM,1,1
3341,3496,3496,G088,2007,F,0,3
3341,3496,2173,G088,2007,F,1,3
3404,1697,1697,G089,2007,W,0,4
4380,3285,3285,G092,2007,LM,0,1
929,2202,3496,G093,2007,ML,1,NA
929,2202,2542,G093,2007,ML,1,NA
586,2651,2651,G094,2007,LM,0,1
586,2651,3276,G094,2007,LM,1,1
3302,2768,2768,G095,2007,F,0,3
3536,2542,2542,G096,2007,F,0,3
3340,4304,4304,G097,2007,LM,0,1
3515,661,661,G098,2007,LM,0,1
3302,3359,1697,H001,2008,W,1,4
4380,3285,3285,H002,2008,LM,0,1
3050,3496,3496,H003,2008,F,0,3
3648,3766,3766,H009,2008,W,0,4
927,2202,2202,H010,2008,MM,0,NA
3760,2605,2605,H012,2008,W,0,4
4380,3285,3285,H014,2008,LM,0,1
4380,3285,3370,H014,2008,LM,1,1
3831,3359,3359,H015,2008,W,0,4
3050,3496,3496,H017,2008,F,0,3
3648,3450,3450,H019,2008,R,0,2
3302,2651,2605,H020,2008,LM,1,1
3302,2651,2651,H020,2008,LM,0,1
3760,2605,2605,H022,2008,W,0,4
4380,3285,3285,H023,2008,LM,0,1
4380,3285,2651,H023,2008,LM,1,1
927,2202,2202,H024,2008,MM,0,NA
3302,3359,3359,H026,2008,W,0,4
3050,3496,3496,H027,2008,F,0,3
4380,3285,3285,I002,2009,LM,0,1
4062,3717,3717,I004,2009,LM,0,1
4069,3684,3285,I006,2009,LM,1,1
4069,3684,3684,I006,2009,LM,0,1
4084,2605,2605,I007,2009,W,0,4
4510,4072,4072,I009,2009,W,0,4
3050,3496,3496,I010,2009,F,0,3
4511,4509,4509,I013,2009,W,0,4
4059,3450,3684,I014,2009,LM,1,1
4059,3450,3450,I014,2009,LM,0,1
4110,3370,3370,I015,2009,W,0,4
4110,3370,4512,I015,2009,W,1,4
4110,3370,3359,I015,2009,W,1,4
3302,3359,2605,I016,2009,W,1,4
3302,3359,3370,I016,2009,W,1,4
3302,3359,3359,I016,2009,W,0,4
4028,3764,3496,I017,2009,F,1,3
4028,3764,3764,I017,2009,F,0,3
4086,3684,3684,I019,2009,LM,0,1
4078,4117,4117,I020,2009,LM,0,1
4062,3717,3717,I022,2009,LM,0,1
4037,3442,3442,I023,2009,LM,0,1
4069,4070,4070,I024,2009,LM,0,1
4068,4039,4039,I025,2009,F,0,3
927,3445,3445,I026,2009,ML,0,NA
927,3445,4378,I026,2009,ML,1,NA
4760,4033,3764,I028,2009,F,1,3
4760,4033,4033,I028,2009,F,0,3
4059,3450,3285,I029,2009,LM,1,1
4059,3450,3450,I029,2009,LM,0,1
4049,4029,4378,I033,2009,W,1,4
4049,4029,4029,I033,2009,W,0,4
4510,4072,4072,I034,2009,W,0,4
4053,4060,4060,I035,2009,W,0,4
4053,4060,3684,I035,2009,W,1,4
4084,2605,2605,I036,2009,W,0,4
4511,4509,4509,I037,2009,W,0,4
3302,3359,3359,I039,2009,W,0,4
3302,3359,4395,I039,2009,W,1,4
4069,3285,3285,I040,2009,LM,0,1
4110,3370,3370,I041,2009,W,0,4
4110,3370,3359,I041,2009,W,1,4
4034,4070,4070,I042,2009,LB,0,NA
4034,4070,3496,I042,2009,LB,1,NA
4059,3450,3450,I043,2009,LM,0,1
4759,4023,4023,I044,2009,F,0,3
4028,3764,3764,I045,2009,F,0,3
4013,4087,4087,I046,2009,LF,0,NA
4078,4117,4117,I047,2009,LM,0,1
4037,3442,3442,I048,2009,LM,0,1
4062,3717,3717,I050,2009,LM,0,1
927,3445,4378,I051,2009,ML,1,NA
927,3445,3445,I051,2009,ML,0,NA
3050,3496,3496,I052,2009,F,0,3
4085,4072,3496,I053,2009,W,1,4
4085,4072,4033,I053,2009,W,1,4
4049,4029,4029,I054,2009,C,0,NA
4049,4029,4098,I054,2009,C,1,NA
4511,4039,4039,I056,2009,W,0,4
3302,3359,3359,I057,2009,W,0,4
3302,3359,2605,I057,2009,W,1,4
4084,2605,2605,I058,2009,W,0,4
4034,3684,3684,I060,2009,LM,0,1
4069,3285,4512,I061,2009,LM,1,1
4069,3285,3285,I061,2009,LM,0,1
4059,3450,3450,I062,2009,LM,0,1
4059,3450,3285,I062,2009,LM,1,1
3302,3359,3359,J001,2010,W,0,4
4760,4109,4109,J002,2010,W,0,4
4110,3370,3359,J011,2010,W,1,4
3395,4072,4072,J012,2010,W,0,4
4084,4757,3359,J013,2010,W,1,4
4084,4757,4757,J013,2010,W,0,4
4744,4682,4682,J014,2010,F,0,3
4078,4071,4071,J015,2010,LM,0,1
4078,4071,3496,J015,2010,LM,1,1
4585,4703,4695,J017,2010,F,1,3
4619,4664,4664,J020,2010,LF,0,NA
4110,3370,3370,J023,2010,W,0,4
4110,3370,3359,J023,2010,W,1,4
3302,3359,3359,J024,2010,W,0,4
4049,4039,4039,J025,2010,W,0,4
4049,4039,3764,J025,2010,W,1,4
4037,4753,4753,J026,2010,W,0,4
3395,4072,3496,J027,2010,W,1,4
3395,4072,4072,J027,2010,W,0,4
4759,3764,3764,J028,2010,F,0,3
4059,3450,3450,J031,2010,LM,0,1
4723,4119,4119,J032,2010,LM,0,1
4062,3717,3684,J033,2010,LM,1,1
4062,3717,3285,J033,2010,LM,1,1
4062,3717,3717,J033,2010,LM,0,1
4739,4070,4070,J034,2010,LM,0,1
4739,4070,3496,J034,2010,LM,1,1
4760,4109,4109,J035,2010,W,0,4
4084,4757,4029,J037,2010,W,1,4
4084,4757,3359,J037,2010,W,1,4
4084,4757,4757,J037,2010,W,0,4
4078,4071,4071,J040,2010,LM,0,1
4744,4682,3684,J041,2010,F,1,3
4744,4682,4682,J041,2010,F,0,3
4619,4664,4664,J042,2010,LF,0,NA
3395,4072,4072,J043,2010,W,0,4
4754,4573,4573,J044,2010,ML,0,NA
4759,3764,3764,J045,2010,F,0,3
4084,4757,4029,J046,2010,W,1,4
4084,4757,3359,J046,2010,W,1,4
4084,4757,4757,J046,2010,W,0,4
4059,3450,3450,J048,2010,LM,0,1
4037,4753,3684,J050,2010,W,1,4
4037,4753,4753,J050,2010,W,0,4
4049,4722,4722,J051,2010,W,0,4
3395,3496,3496,J053,2010,R,0,2
4739,4070,4070,J054,2010,LM,0,1
3302,3359,3359,J056,2010,W,0,4
3302,3359,4072,J056,2010,W,1,4
4062,3717,3717,J057,2010,LM,0,1
4078,4071,4071,J058,2010,LM,0,1
4744,4682,4682,J059,2010,F,0,3
4689,3445,3445,J060,2010,ML,0,NA
4619,4664,4664,J061,2010,LF,0,NA
4110,3370,4060,J062,2010,W,1,4
4723,4119,4119,J063,2010,LM,0,1
4059,3450,3285,J064,2010,LM,1,1
4059,3450,3450,J064,2010,LM,0,1
4721,4039,4039,J066,2010,W,0,4
3395,4072,4072,J067,2010,W,0,4
4854,4907,4907,K002,2011,F,0,3
4084,4757,3359,K003,2011,W,1,4
