Year,BirdID,BirdID_Year,Annual_Number_Broods,Annual_Number_Eggs,Annual_Hatchlings,Annual_Fledgelings_Genetic,AnnFledgeRaised,Age,Survival_CurrentYear,Genetic_Recruits,eti,sti,fti,pti,Sex
2011,4960,4960Y2011,3,0,12,2,4,1,1,0,1,0.005138746,-0.004162384,0.000976362,1
2012,4960,4960Y2012,4,0,7,2,1,2,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,4960,4960Y2013,7,0,17,3,4,3,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,4960,4960Y2014,2,0,6,0,0,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2011,4969,4969Y2011,2,0,7,3,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2011,4973,4973Y2011,3,0,7,4,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2011,4991,4991Y2011,3,0,10,2,3,1,1,1,2,0.005138746,0.00303186,0.008170606,1
2012,4991,4991Y2012,4,0,10,3,3,2,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,4991,4991Y2013,3,0,6,2,0,3,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2011,4996,4996Y2011,3,0,6,3,4,1,0,1,1,-0.002055498,0.00303186,0.000976362,1
2011,4998,4998Y2011,3,0,12,3,1,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2012,5004,5004Y2012,1,0,3,0,0,2,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,5004,5004Y2013,1,0,0,0,0,3,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,5004,5004Y2014,1,0,0,0,0,4,0,1,1,-0.001168061,0.003242678,0.002074616,1
2011,5009,5009Y2011,3,0,8,4,3,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2011,5024,5024Y2011,1,0,2,2,0,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2012,5031,5031Y2012,2,0,6,4,4,2,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5031,5031Y2013,2,0,5,1,2,3,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,5031,5031Y2014,3,0,6,1,2,4,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2011,5032,5032Y2011,1,0,3,1,1,1,0,1,1,-0.002055498,0.00303186,0.000976362,1
2013,5035,5035Y2013,1,0,2,0,0,3,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2011,5044,5044Y2011,2,0,6,2,5,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2011,5047,5047Y2011,2,0,6,6,6,1,0,1,1,-0.002055498,0.00303186,0.000976362,1
2011,5048,5048Y2011,1,0,0,0,0,2,1,1,2,0.005138746,0.00303186,0.008170606,1
2012,5048,5048Y2012,2,0,9,3,3,3,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5048,5048Y2013,3,0,6,3,2,4,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,5048,5048Y2014,1,0,0,0,0,5,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2011,5050,5050Y2011,2,0,7,1,1,1,0,1,1,-0.002055498,0.00303186,0.000976362,1
2011,5062,5062Y2011,1,5,2,0,2,1,0,0,0,-0.002055498,-0.004162384,-0.006217883,1
2012,5096,5096Y2012,1,0,4,1,1,1,0,2,2,-0.010327022,-0.000860585,-0.011187608,1
2012,5107,5107Y2012,2,0,8,3,4,1,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,5107,5107Y2013,2,0,0,0,0,2,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,5107,5107Y2014,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2014,5110,5110Y2014,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2013,5139,5139Y2013,1,0,4,3,3,2,1,3,4,0.001802009,0.008933364,0.010735373,1
2014,5139,5139Y2014,1,0,4,1,0,3,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,5139,5139Y2015,1,0,2,1,0,4,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2012,5195,5195Y2012,2,0,8,1,1,1,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,5195,5195Y2013,2,0,6,0,4,2,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,5195,5195Y2014,3,0,10,3,2,3,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,5195,5195Y2015,2,0,5,2,3,4,1,3,4,0.004670559,0.019933278,0.024603837,1
2016,5195,5195Y2016,2,0,6,2,1,5,0,0,0,0,0,NA,1
2017,5195,5195Y2017,3,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,1
2012,5202,5202Y2012,3,0,11,3,4,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5202,5202Y2013,3,0,12,2,5,2,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,5202,5202Y2014,4,0,11,1,1,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2012,5222,5222Y2012,1,1,0,0,0,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5222,5222Y2013,2,0,7,3,3,2,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,5222,5222Y2014,2,0,10,4,3,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,5253,5253Y2013,2,0,7,4,3,2,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,5253,5253Y2014,1,0,1,0,0,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2012,5311,5311Y2012,1,0,0,0,0,1,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,5311,5311Y2013,2,0,8,1,2,2,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,5311,5311Y2014,1,0,5,3,2,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2012,5314,5314Y2012,1,0,4,3,3,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5314,5314Y2013,2,0,8,2,3,2,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2012,5359,5359Y2012,3,0,10,3,2,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5359,5359Y2013,4,0,5,0,4,2,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2012,5393,5393Y2012,2,0,3,3,3,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5393,5393Y2013,3,0,11,2,4,2,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2012,5424,5424Y2012,1,0,0,0,0,1,1,0,1,0.00172117,-0.024956971,-0.0232358,1
2013,5424,5424Y2013,2,0,9,4,6,2,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,5424,5424Y2014,3,0,12,2,8,3,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,5424,5424Y2015,2,0,6,4,4,4,0,2,2,-0.004503753,0.010758966,0.006255213,1
2012,5437,5437Y2012,1,0,4,3,2,1,0,2,2,-0.010327022,-0.000860585,-0.011187608,1
2012,5449,5449Y2012,2,0,6,5,5,1,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5449,5449Y2013,4,0,9,2,1,2,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,5449,5449Y2014,3,0,12,2,1,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,5461,5461Y2013,5,0,19,8,3,2,1,7,8,0.001802009,0.033778085,0.035580094,1
2014,5461,5461Y2014,3,0,13,4,4,3,0,1,1,-0.001168061,0.003242678,0.002074616,1
2012,5466,5466Y2012,2,0,5,1,1,1,1,1,2,0.00172117,-0.012908778,-0.011187608,1
2013,5466,5466Y2013,2,0,7,3,3,2,1,7,8,0.001802009,0.033778085,0.035580094,1
2014,5466,5466Y2014,5,0,13,4,1,3,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,5466,5466Y2015,2,0,2,1,1,4,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,5466,5466Y2016,1,0,3,0,2,5,0,0,0,0,0,NA,1
2017,5466,5466Y2017,5,0,12,4,5,NA,NA,NA,NA,NA,NA,NA,1
2012,5468,5468Y2012,1,0,2,1,0,1,1,0,1,0.00172117,-0.024956971,-0.0232358,1
2013,5468,5468Y2013,3,0,7,2,3,2,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2012,5489,5489Y2012,4,0,16,4,4,1,1,3,4,0.00172117,0.011187608,0.012908778,1
2013,5489,5489Y2013,7,1,20,2,1,2,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2012,5517,5517Y2012,3,0,8,0,1,1,1,0,1,0.00172117,-0.024956971,-0.0232358,1
2013,5517,5517Y2013,2,0,9,3,2,2,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,5517,5517Y2014,3,0,9,2,2,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2012,5593,5593Y2012,1,0,4,1,1,1,1,0,1,0.00172117,-0.024956971,-0.0232358,1
2013,5593,5593Y2013,2,1,8,3,5,2,0,2,2,-0.004409171,0.002722184,-0.001686987,1
2012,5616,5616Y2012,2,0,9,3,2,1,1,3,4,0.00172117,0.011187608,0.012908778,1
2013,5616,5616Y2013,3,0,13,6,2,2,1,6,7,0.001802009,0.027566904,0.029368913,1
2014,5616,5616Y2014,3,0,12,2,3,3,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2011,5623,5623Y2011,1,0,3,2,2,1,1,1,2,0.005138746,0.00303186,0.008170606,1
2012,5623,5623Y2012,3,0,9,4,4,2,1,2,3,0.00172117,-0.000860585,0.000860585,1
2013,5623,5623Y2013,2,0,6,2,1,3,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,5623,5623Y2014,3,0,9,4,3,4,0,2,2,-0.001168061,0.007426778,0.006258717,1
2011,5644,5644Y2011,1,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,1
2012,5669,5669Y2012,2,0,6,3,4,NA,0,2,2,-0.010327022,-0.000860585,-0.011187608,1
2012,5675,5675Y2012,3,0,11,7,7,1,1,7,8,0.00172117,0.059380379,0.061101549,1
2013,5675,5675Y2013,3,0,8,4,3,2,1,4,5,0.001802009,0.015144544,0.016946553,1
2014,5675,5675Y2014,3,0,9,5,1,3,1,1,2,0.003016039,0.003242678,0.006258717,1
2015,5675,5675Y2015,7,0,21,3,4,4,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2012,5871,5871Y2012,3,0,14,9,8,2,0,6,6,-0.010327022,0.047332186,0.037005164,1
2012,6240,6240Y2012,2,0,6,0,1,1,1,0,1,0.00172117,-0.024956971,-0.0232358,1
2013,6240,6240Y2013,3,0,11,2,3,2,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2013,6251,6251Y2013,1,0,4,2,1,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2013,6260,6260Y2013,2,0,7,4,3,1,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,6260,6260Y2014,3,0,11,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6270,6270Y2013,2,0,3,1,1,1,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,6270,6270Y2014,4,0,9,2,3,2,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6270,6270Y2015,1,0,4,1,2,3,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,6270,6270Y2016,1,0,0,0,0,4,0,0,0,0,0,NA,1
2017,6270,6270Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,1
2013,6280,6280Y2013,3,0,5,1,0,1,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,6280,6280Y2014,2,0,7,2,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6285,6285Y2013,1,0,0,0,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2013,6344,6344Y2013,2,1,9,2,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6344,6344Y2014,2,0,7,3,5,2,0,2,2,-0.001168061,0.007426778,0.006258717,1
2013,6371,6371Y2013,3,0,4,1,1,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2013,6376,6376Y2013,1,0,4,0,2,1,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2013,6377,6377Y2013,2,0,8,5,5,1,1,2,3,0.001802009,0.002722184,0.004524193,1
2014,6377,6377Y2014,2,0,7,2,2,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6386,6386Y2013,2,0,3,2,2,1,1,3,4,0.001802009,0.008933364,0.010735373,1
2014,6386,6386Y2014,2,0,6,1,2,2,1,1,2,0.003016039,0.003242678,0.006258717,1
2015,6386,6386Y2015,1,0,0,0,0,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2013,6391,6391Y2013,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2014,6391,6391Y2014,2,0,5,2,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6404,6404Y2013,2,0,0,0,0,1,0,3,3,-0.004409171,0.008933364,0.004524193,1
2013,6433,6433Y2013,2,0,4,2,3,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2013,6434,6434Y2013,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2013,6435,6435Y2013,1,0,0,0,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6435,6435Y2014,1,0,1,0,0,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6436,6436Y2013,2,0,6,2,1,1,1,3,4,0.001802009,0.008933364,0.010735373,1
2014,6436,6436Y2014,2,0,8,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6447,6447Y2013,1,0,2,1,0,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2013,6455,6455Y2013,1,0,3,1,0,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6455,6455Y2014,2,0,7,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6461,6461Y2013,1,0,2,0,1,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6461,6461Y2014,3,0,7,1,3,2,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6461,6461Y2015,3,0,11,3,4,3,0,3,3,-0.004503753,0.019933278,0.015429525,1
2013,6489,6489Y2013,1,0,4,0,0,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2013,6490,6490Y2013,2,0,4,2,2,1,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2013,6492,6492Y2013,1,0,4,1,3,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6492,6492Y2014,3,0,13,5,4,2,1,1,2,0.003016039,0.003242678,0.006258717,1
2015,6492,6492Y2015,2,0,8,2,1,3,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,6492,6492Y2016,4,0,12,6,6,4,0,0,0,0,0,NA,1
2013,6493,6493Y2013,2,0,7,3,2,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2013,6501,6501Y2013,2,0,4,0,0,1,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2013,6502,6502Y2013,2,0,0,0,0,1,0,0,0,-0.004409171,-0.009700176,-0.014109347,1
2014,6503,6503Y2014,2,0,6,3,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6509,6509Y2013,2,0,5,0,1,1,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2014,6509,6509Y2014,2,0,7,2,3,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6517,6517Y2013,2,0,6,5,1,1,1,3,4,0.001802009,0.008933364,0.010735373,1
2015,6517,6517Y2015,1,0,2,0,0,3,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,6517,6517Y2016,3,0,9,4,4,4,0,0,0,0,0,NA,1
2017,6517,6517Y2017,4,0,11,1,2,NA,NA,NA,NA,NA,NA,NA,1
2013,6521,6521Y2013,3,0,11,4,3,1,0,2,2,-0.004409171,0.002722184,-0.001686987,1
2013,6527,6527Y2013,1,0,2,1,1,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6527,6527Y2014,1,0,4,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6532,6532Y2013,1,0,4,1,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6532,6532Y2014,2,0,8,2,2,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6533,6533Y2014,3,0,11,2,3,2,0,1,1,-0.001168061,0.003242678,0.002074616,1
2014,6562,6562Y2014,3,0,13,3,4,NA,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6563,6563Y2013,1,0,2,2,2,1,1,1,2,0.001802009,-0.003488996,-0.001686987,1
2014,6563,6563Y2014,2,0,2,1,1,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6581,6581Y2014,1,0,4,0,2,2,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,6645,6645Y2013,2,0,5,2,0,NA,0,1,1,-0.004409171,-0.003488996,-0.007898167,1
2013,6648,6648Y2013,2,0,7,4,3,1,1,3,4,0.001802009,0.008933364,0.010735373,1
2014,6648,6648Y2014,2,0,6,2,3,2,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6648,6648Y2015,2,0,5,1,1,3,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,6648,6648Y2016,2,0,0,0,0,4,0,0,0,0,0,NA,1
2017,6648,6648Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2014,6687,6687Y2014,1,0,5,2,2,1,1,2,3,0.003016039,0.007426778,0.010442817,1
2015,6687,6687Y2015,1,0,4,3,3,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2014,6688,6688Y2014,1,0,4,2,2,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2016,6688,6688Y2016,1,0,5,1,0,3,0,0,0,0,0,NA,1
2014,6690,6690Y2014,1,0,3,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2015,6768,6768Y2015,1,0,0,0,0,2,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,6768,6768Y2016,1,0,0,0,0,3,0,0,0,0,0,NA,1
2014,6778,6778Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6786,6786Y2014,2,0,7,1,3,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6786,6786Y2015,3,0,11,3,3,2,1,3,4,0.004670559,0.019933278,0.024603837,1
2016,6786,6786Y2016,4,0,18,7,7,3,0,0,0,0,0,NA,1
2014,6789,6789Y2014,1,0,0,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6789,6789Y2015,3,0,0,0,0,2,1,2,3,0.004670559,0.010758966,0.015429525,1
2016,6789,6789Y2016,1,0,0,0,0,3,0,0,0,0,0,NA,1
2014,6790,6790Y2014,4,0,5,3,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6793,6793Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6806,6806Y2014,2,0,5,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6807,6807Y2014,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1
2014,6808,6808Y2014,3,0,8,1,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6808,6808Y2015,3,0,15,2,1,2,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,6808,6808Y2016,1,0,5,1,4,3,0,0,0,0,0,NA,1
2017,6808,6808Y2017,3,0,6,0,3,NA,NA,NA,NA,NA,NA,NA,1
2014,6816,6816Y2014,3,0,7,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6817,6817Y2014,2,0,7,0,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6830,6830Y2014,3,0,8,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6832,6832Y2014,2,0,1,1,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6832,6832Y2015,1,0,0,0,0,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2014,6833,6833Y2014,2,0,9,1,1,1,0,1,1,-0.001168061,0.003242678,0.002074616,1
2014,6841,6841Y2014,1,0,4,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6847,6847Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6860,6860Y2014,1,0,3,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6862,6862Y2014,2,0,7,2,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6862,6862Y2015,2,0,7,4,3,2,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2014,6865,6865Y2014,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,1
2013,6887,6887Y2013,2,0,6,2,1,NA,1,0,1,0.001802009,-0.009700176,-0.007898167,1
2015,6887,6887Y2015,2,0,3,2,2,NA,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2014,6894,6894Y2014,2,0,2,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6902,6902Y2014,3,0,12,1,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6902,6902Y2015,3,0,7,4,2,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2016,6915,6915Y2016,3,0,10,5,5,3,0,0,0,0,0,NA,1
2017,6915,6915Y2017,3,0,12,1,2,NA,NA,NA,NA,NA,NA,NA,1
2014,6921,6921Y2014,2,0,0,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6921,6921Y2015,3,0,9,2,4,2,1,2,3,0.004670559,0.010758966,0.015429525,1
2016,6921,6921Y2016,4,0,15,6,8,3,0,0,0,0,0,NA,1
2017,6921,6921Y2017,4,0,7,3,3,NA,NA,NA,NA,NA,NA,NA,1
2014,6923,6923Y2014,4,0,16,7,6,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6923,6923Y2015,4,0,12,2,3,2,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2014,6924,6924Y2014,1,0,4,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6924,6924Y2015,3,0,14,3,3,2,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,6924,6924Y2016,3,0,14,4,6,3,0,0,0,0,0,NA,1
2017,6924,6924Y2017,3,0,12,1,1,NA,NA,NA,NA,NA,NA,NA,1
2014,6927,6927Y2014,3,0,8,2,2,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,6927,6927Y2015,2,0,8,5,4,2,1,2,3,0.004670559,0.010758966,0.015429525,1
2016,6927,6927Y2016,4,0,12,3,3,3,0,0,0,0,0,NA,1
2017,6927,6927Y2017,3,0,11,1,1,NA,NA,NA,NA,NA,NA,NA,1
2014,6944,6944Y2014,1,0,3,0,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6969,6969Y2014,3,0,8,2,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,6978,6978Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2017,6978,6978Y2017,3,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,1
2014,7000,7000Y2014,2,0,6,3,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7002,7002Y2014,1,0,4,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2015,7017,7017Y2015,1,0,0,0,0,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2014,7019,7019Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2013,7024,7024Y2013,1,0,3,3,1,NA,0,2,2,-0.004409171,0.002722184,-0.001686987,1
2014,7046,7046Y2014,2,0,7,2,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7060,7060Y2014,2,0,2,1,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7071,7071Y2014,2,0,6,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7074,7074Y2014,1,0,3,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,1
2015,7074,7074Y2015,3,0,8,5,5,2,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2014,7079,7079Y2014,2,0,5,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7113,7113Y2014,2,0,7,1,1,1,0,1,1,-0.001168061,0.003242678,0.002074616,1
2014,7154,7154Y2014,3,0,11,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2015,7160,7160Y2015,3,0,14,5,4,2,1,1,2,0.004670559,0.001584654,0.006255213,1
2016,7160,7160Y2016,3,0,6,3,3,3,0,0,0,0,0,NA,1
2017,7160,7160Y2017,3,0,12,2,2,NA,NA,NA,NA,NA,NA,NA,1
2014,7200,7200Y2014,2,0,8,2,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7203,7203Y2014,2,0,5,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7264,7264Y2014,3,0,13,1,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7266,7266Y2014,1,0,4,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7267,7267Y2014,6,0,23,5,4,1,1,1,2,0.003016039,0.003242678,0.006258717,1
2015,7267,7267Y2015,4,0,14,5,7,2,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,7267,7267Y2016,2,0,8,3,5,3,0,0,0,0,0,NA,1
2017,7267,7267Y2017,1,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,1
2014,7268,7268Y2014,2,0,5,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7270,7270Y2014,1,0,2,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7271,7271Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7273,7273Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,1
2014,7274,7274Y2014,1,0,3,1,0,1,0,1,1,-0.001168061,0.003242678,0.002074616,1
2015,7275,7275Y2015,3,0,0,0,0,2,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2015,7426,7426Y2015,1,0,4,1,1,NA,NA,NA,NA,NA,NA,NA,1
2016,7426,7426Y2016,1,0,3,1,1,2,0,0,0,0,0,NA,1
2015,7532,7532Y2015,1,0,5,1,1,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2015,7570,7570Y2015,1,0,0,0,0,1,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2015,7615,7615Y2015,2,0,8,0,2,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,7615,7615Y2016,3,0,12,4,5,2,0,0,0,0,0,NA,1
2017,7615,7615Y2017,3,0,11,2,2,NA,NA,NA,NA,NA,NA,NA,1
2015,7647,7647Y2015,2,0,3,1,1,1,0,1,1,-0.004503753,0.001584654,-0.002919099,1
2015,7689,7689Y2015,3,0,9,2,2,1,1,0,1,0.004670559,-0.007589658,-0.002919099,1
2016,7689,7689Y2016,3,0,12,7,5,2,0,0,0,0,0,NA,1
2017,7689,7689Y2017,4,0,7,3,3,NA,NA,NA,NA,NA,NA,NA,1
2015,7703,7703Y2015,1,0,3,0,3,1,0,0,0,-0.004503753,-0.007589658,-0.012093411,1
2015,7710,7710Y2015,2,0,8,3,3,1,1,1,2,0.004670559,0.001584654,0.006255213,1
