Year,BirdID,BirdID_Year,Annual_Number_Broods,Annual_Number_Eggs,Annual_Hatchlings,Annual_Fledgelings_Genetic,AnnFledgeRaised,Age,Survival_CurrentYear,Genetic_Recruits,eti,sti,fti,pti,Sex
2014,6931,6931Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6935,6935Y2014,2,0,9,3,4,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6946,6946Y2014,1,0,4,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6952,6952Y2014,2,0,6,0,0,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6955,6955Y2014,3,0,8,2,2,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6967,6967Y2014,3,0,13,3,4,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,6974,6974Y2014,2,0,3,2,1,1,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,6976,6976Y2014,2,0,8,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6977,6977Y2014,2,0,7,0,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6985,6985Y2014,1,0,0,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6987,6987Y2014,2,0,6,1,2,1,0,1,1,-0.001168061,0.003242678,0.002074616,0
2014,6991,6991Y2014,2,0,7,2,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,6994,6994Y2014,1,0,4,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7011,7011Y2014,3,0,13,1,3,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,7031,7031Y2014,2,0,4,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7034,7034Y2014,2,0,4,1,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7040,7040Y2014,2,0,9,1,1,1,1,1,2,0.003016039,0.003242678,0.006258717,0
2014,7061,7061Y2014,1,0,4,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7075,7075Y2014,1,0,3,0,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7086,7086Y2014,1,0,3,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7103,7103Y2014,3,0,9,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7114,7114Y2014,1,0,4,2,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7119,7119Y2014,1,0,3,0,0,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7132,7132Y2014,2,0,6,3,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7133,7133Y2014,3,0,5,1,2,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7276,7276Y2014,2,0,5,1,1,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,7641,7641Y2014,2,0,6,2,2,1,1,0,1,0.003016039,-0.000941423,0.002074616,0
2014,7649,7649Y2014,2,0,7,1,3,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2014,7868,7868Y2014,1,0,4,1,1,1,0,0,0,-0.001168061,-0.000941423,-0.002109484,0
2015,4723,4723Y2015,3,0,11,3,4,6,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,4854,4854Y2015,3,0,12,3,1,5,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,4898,4898Y2015,3,0,7,3,1,5,1,2,3,0.004670559,0.010758966,0.015429525,0
2015,4967,4967Y2015,3,0,14,5,7,5,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,4976,4976Y2015,2,0,6,2,1,5,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,5284,5284Y2015,3,0,11,2,3,4,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,5407,5407Y2015,4,0,11,0,0,4,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,5589,5589Y2015,1,0,2,0,0,4,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,5625,5625Y2015,2,0,5,2,3,4,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,6245,6245Y2015,3,0,4,3,3,NA,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,6250,6250Y2015,2,0,5,0,0,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,6267,6267Y2015,1,0,0,0,0,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,6269,6269Y2015,3,0,0,0,0,3,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,6290,6290Y2015,4,0,5,2,1,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,6316,6316Y2015,3,0,8,5,4,3,1,2,3,0.004670559,0.010758966,0.015429525,0
2015,6370,6370Y2015,1,0,4,2,1,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,6384,6384Y2015,3,0,10,4,4,3,1,2,3,0.004670559,0.010758966,0.015429525,0
2015,6392,6392Y2015,1,0,0,0,0,3,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,6451,6451Y2015,2,0,6,2,2,3,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,6472,6472Y2015,2,0,0,0,0,3,1,3,4,0.004670559,0.019933278,0.024603837,0
2015,6536,6536Y2015,2,0,7,2,2,3,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,6555,6555Y2015,3,0,12,2,1,3,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,6643,6643Y2015,3,0,10,2,5,3,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,6724,6724Y2015,3,0,11,3,3,2,1,3,4,0.004670559,0.019933278,0.024603837,0
2015,6755,6755Y2015,1,0,0,0,0,2,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,6845,6845Y2015,2,0,7,6,3,2,1,4,5,0.004670559,0.02910759,0.033778148,0
2015,6848,6848Y2015,1,0,0,0,0,2,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,6952,6952Y2015,2,0,8,2,2,2,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,6955,6955Y2015,3,0,14,3,3,2,1,2,3,0.004670559,0.010758966,0.015429525,0
2015,6967,6967Y2015,3,0,14,5,4,2,0,2,2,-0.004503753,0.010758966,0.006255213,0
2015,6974,6974Y2015,3,0,9,2,4,2,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,7011,7011Y2015,1,0,0,0,0,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,7040,7040Y2015,2,0,3,2,2,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,7112,7112Y2015,2,0,4,2,0,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,7276,7276Y2015,1,0,2,0,0,2,0,0,0,-0.004503753,-0.007589658,-0.012093411,0
2015,7616,7616Y2015,2,0,4,1,2,1,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,7641,7641Y2015,3,0,10,3,4,2,0,2,2,-0.004503753,0.010758966,0.006255213,0
2015,7679,7679Y2015,3,0,8,3,2,1,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,7764,7764Y2015,2,0,9,1,1,1,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,7897,7897Y2015,3,0,15,2,1,1,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,7942,7942Y2015,2,0,9,4,4,1,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,7947,7947Y2015,3,0,9,2,2,1,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,8055,8055Y2015,2,0,7,1,2,1,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,8063,8063Y2015,2,0,10,1,1,1,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,8176,8176Y2015,2,0,6,1,3,1,0,1,1,-0.004503753,0.001584654,-0.002919099,0
2015,8300,8300Y2015,1,0,3,0,3,NA,1,0,1,0.004670559,-0.007589658,-0.002919099,0
2015,8304,8304Y2015,1,0,5,1,1,NA,1,1,2,0.004670559,0.001584654,0.006255213,0
2015,8636,8636Y2015,1,0,4,4,3,NA,1,1,2,0.004670559,0.001584654,0.006255213,0
2016,4723,4723Y2016,3,0,11,4,4,7,0,0,0,0,0,NA,0
2016,4898,4898Y2016,1,0,1,0,0,6,0,0,0,0,0,NA,0
2016,5284,5284Y2016,4,0,13,3,3,5,0,0,0,0,0,NA,0
2016,6316,6316Y2016,3,0,9,4,4,4,0,0,0,0,0,NA,0
2016,6384,6384Y2016,2,0,6,2,1,4,0,0,0,0,0,NA,0
2016,6451,6451Y2016,4,0,9,6,5,4,0,0,0,0,0,NA,0
2016,6472,6472Y2016,3,0,13,7,5,4,0,0,0,0,0,NA,0
2016,6536,6536Y2016,3,0,13,3,7,4,0,0,0,0,0,NA,0
2016,6555,6555Y2016,4,0,12,6,6,4,0,0,0,0,0,NA,0
2016,6643,6643Y2016,5,0,9,2,1,4,0,0,0,0,0,NA,0
2016,6724,6724Y2016,4,0,18,7,7,3,0,0,0,0,0,NA,0
2016,6755,6755Y2016,4,0,9,3,1,3,0,0,0,0,0,NA,0
2016,6845,6845Y2016,3,0,13,7,8,3,0,0,0,0,0,NA,0
2016,6952,6952Y2016,2,0,4,2,0,3,0,0,0,0,0,NA,0
2016,6955,6955Y2016,3,0,14,4,6,3,0,0,0,0,0,NA,0
2016,6974,6974Y2016,4,0,15,6,8,3,0,0,0,0,0,NA,0
2016,7616,7616Y2016,2,0,8,2,4,2,0,0,0,0,0,NA,0
2016,7764,7764Y2016,4,0,16,7,7,2,0,0,0,0,0,NA,0
2016,7942,7942Y2016,1,0,3,0,2,2,0,0,0,0,0,NA,0
2016,7947,7947Y2016,3,0,12,7,5,2,0,0,0,0,0,NA,0
2016,8055,8055Y2016,3,0,10,4,6,2,0,0,0,0,0,NA,0
2016,8063,8063Y2016,2,0,9,4,2,2,0,0,0,0,0,NA,0
2016,8353,8353Y2016,3,0,2,1,1,1,0,0,0,0,0,NA,0
2016,8354,8354Y2016,1,0,0,0,0,1,0,0,0,0,0,NA,0
2016,8370,8370Y2016,4,0,12,3,3,1,0,0,0,0,0,NA,0
2016,8384,8384Y2016,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2016,8398,8398Y2016,2,0,5,3,3,1,0,0,0,0,0,NA,0
2016,8413,8413Y2016,3,0,6,4,0,1,0,0,0,0,0,NA,0
2016,8430,8430Y2016,2,0,3,2,2,1,0,0,0,0,0,NA,0
2016,8434,8434Y2016,3,0,8,5,5,1,0,0,0,0,0,NA,0
2016,8448,8448Y2016,2,0,4,4,4,1,0,0,0,0,0,NA,0
2016,8493,8493Y2016,1,0,4,0,1,1,0,0,0,0,0,NA,0
2016,8513,8513Y2016,2,0,4,2,2,1,0,0,0,0,0,NA,0
2016,8555,8555Y2016,2,0,4,1,0,1,0,0,0,0,0,NA,0
2016,8557,8557Y2016,1,0,5,1,4,1,0,0,0,0,0,NA,0
2016,8559,8559Y2016,3,0,5,4,4,1,0,0,0,0,0,NA,0
2016,8589,8589Y2016,3,0,10,4,4,1,0,0,0,0,0,NA,0
2016,8607,8607Y2016,3,0,7,1,4,1,0,0,0,0,0,NA,0
2016,8610,8610Y2016,3,0,6,4,2,1,0,0,0,0,0,NA,0
2016,8627,8627Y2016,1,0,0,0,0,1,0,0,0,0,0,NA,0
2016,8636,8636Y2016,3,0,7,2,3,NA,0,0,0,0,0,NA,0
2016,8687,8687Y2016,4,0,6,0,1,1,0,0,0,0,0,NA,0
2016,8690,8690Y2016,4,0,11,6,4,1,0,0,0,0,0,NA,0
2016,8693,8693Y2016,3,0,10,5,2,1,0,0,0,0,0,NA,0
2016,8710,8710Y2016,3,0,6,3,3,1,0,0,0,0,0,NA,0
2016,8722,8722Y2016,2,0,3,1,1,1,0,0,0,0,0,NA,0
2016,8726,8726Y2016,3,0,9,4,5,1,0,0,0,0,0,NA,0
2016,8750,8750Y2016,2,0,4,2,2,NA,0,0,0,0,0,NA,0
2016,8941,8941Y2016,2,0,1,1,1,NA,0,0,0,0,0,NA,0
2017,4723,4723Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,4976,4976Y2017,3,0,11,5,5,NA,NA,NA,NA,NA,NA,NA,0
2017,5284,5284Y2017,3,0,8,3,3,NA,NA,NA,NA,NA,NA,NA,0
2017,6316,6316Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,6451,6451Y2017,2,0,6,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,6536,6536Y2017,1,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,6555,6555Y2017,2,0,6,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,6643,6643Y2017,4,0,9,4,1,NA,NA,NA,NA,NA,NA,NA,0
2017,6724,6724Y2017,4,0,15,2,3,NA,NA,NA,NA,NA,NA,NA,0
2017,6755,6755Y2017,3,0,7,2,1,NA,NA,NA,NA,NA,NA,NA,0
2017,6955,6955Y2017,3,0,12,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,6974,6974Y2017,4,0,7,3,3,NA,NA,NA,NA,NA,NA,NA,0
2017,7616,7616Y2017,2,0,7,3,2,NA,NA,NA,NA,NA,NA,NA,0
2017,7764,7764Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,7947,7947Y2017,1,0,4,3,3,NA,NA,NA,NA,NA,NA,NA,0
2017,8055,8055Y2017,4,0,11,4,4,NA,NA,NA,NA,NA,NA,NA,0
2017,8304,8304Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8353,8353Y2017,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8398,8398Y2017,2,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8413,8413Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8430,8430Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8434,8434Y2017,4,0,13,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8448,8448Y2017,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8559,8559Y2017,3,0,9,3,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8589,8589Y2017,4,0,15,3,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8607,8607Y2017,2,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8610,8610Y2017,3,0,3,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8636,8636Y2017,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8687,8687Y2017,3,0,8,0,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8690,8690Y2017,3,0,9,2,3,NA,NA,NA,NA,NA,NA,NA,0
2017,8693,8693Y2017,3,0,9,3,5,NA,NA,NA,NA,NA,NA,NA,0
2017,8710,8710Y2017,3,0,12,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8722,8722Y2017,1,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8726,8726Y2017,3,0,11,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8750,8750Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8769,8769Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8788,8788Y2017,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8806,8806Y2017,2,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8849,8849Y2017,4,0,13,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8851,8851Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8855,8855Y2017,5,0,8,2,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8863,8863Y2017,1,0,3,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8867,8867Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8883,8883Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8907,8907Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8941,8941Y2017,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8943,8943Y2017,3,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,0
2017,8956,8956Y2017,2,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,0
2017,8959,8959Y2017,1,0,2,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8963,8963Y2017,3,0,8,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8966,8966Y2017,3,0,11,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8979,8979Y2017,3,0,6,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,8989,8989Y2017,2,0,5,3,3,NA,NA,NA,NA,NA,NA,NA,0
2017,8998,8998Y2017,2,0,3,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9020,9020Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9025,9025Y2017,2,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9027,9027Y2017,2,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9033,9033Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9046,9046Y2017,2,0,6,2,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9050,9050Y2017,3,0,10,1,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9056,9056Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9066,9066Y2017,3,0,12,4,3,NA,NA,NA,NA,NA,NA,NA,0
2017,9072,9072Y2017,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9082,9082Y2017,2,0,5,1,3,NA,NA,NA,NA,NA,NA,NA,0
2017,9083,9083Y2017,2,0,7,3,3,NA,NA,NA,NA,NA,NA,NA,0
2017,9095,9095Y2017,1,0,4,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9099,9099Y2017,2,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9100,9100Y2017,3,0,6,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9113,9113Y2017,3,0,7,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9117,9117Y2017,2,0,5,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9121,9121Y2017,4,0,11,4,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9130,9130Y2017,3,0,6,0,3,NA,NA,NA,NA,NA,NA,NA,0
2017,9132,9132Y2017,3,0,12,5,4,NA,NA,NA,NA,NA,NA,NA,0
2017,9157,9157Y2017,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9159,9159Y2017,3,0,12,2,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9163,9163Y2017,3,0,10,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9209,9209Y2017,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9214,9214Y2017,2,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9241,9241Y2017,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9249,9249Y2017,2,0,7,1,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9252,9252Y2017,4,0,6,3,1,NA,NA,NA,NA,NA,NA,NA,0
2017,9258,9258Y2017,5,0,8,1,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9268,9268Y2017,2,0,5,3,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9271,9271Y2017,2,0,8,6,2,NA,NA,NA,NA,NA,NA,NA,0
2017,9573,9573Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
2017,9654,9654Y2017,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0
